TimeStamp;RH;C
2020-09-26 13:47;62,57;18,62
2020-09-26 14:02;62,57;18,62
2020-09-26 14:17;62,57;18,62
2020-09-26 14:32;62,57;18,62
2020-09-26 14:47;62,57;18,62
2020-09-26 15:02;62,57;18,62
2020-09-26 15:17;62,57;18,62
2020-09-26 15:32;62,57;18,62
2020-09-26 15:47;62,57;18,62
2020-09-26 16:02;62,57;18,62
2020-09-26 16:17;62,57;18,62
2020-09-26 16:32;62,57;18,62
2020-09-26 16:47;62,57;18,62
2020-09-26 17:02;62,57;18,62
2020-09-26 17:17;62,57;18,62
2020-09-26 17:32;62,57;18,62
2020-09-26 17:47;62,57;18,62
2020-09-26 18:02;63,08;18,62
2020-09-26 18:17;63,08;18,62
2020-09-26 18:32;63,08;18,62
2020-09-26 18:47;63,08;18,62
2020-09-26 19:02;63,08;18,62
2020-09-26 19:17;63,08;18,32
2020-09-26 19:32;63,08;18,32
2020-09-26 19:47;63,08;18,32
2020-09-26 20:02;63,08;18,32
2020-09-26 20:17;63,08;18,32
2020-09-26 20:32;63,08;18,32
2020-09-26 20:47;63,08;18,32
2020-09-26 21:02;63,08;18,32
2020-09-26 21:17;63,08;18,32
2020-09-26 21:32;63,08;18,32
2020-09-26 21:47;63,08;18,32
2020-09-26 22:02;63,08;18,32
2020-09-26 22:17;63,08;18,62
2020-09-26 22:32;63,08;18,62
2020-09-26 22:47;63,08;18,93
2020-09-26 23:02;63,08;18,93
2020-09-26 23:17;63,08;18,93
2020-09-26 23:32;63,08;18,93
2020-09-26 23:47;63,08;18,93
2020-09-27 00:02;63,08;18,93
2020-09-27 00:17;63,08;18,93
2020-09-27 00:32;63,08;18,93
2020-09-27 00:47;63,08;18,93
2020-09-27 01:02;63,08;18,93
2020-09-27 01:17;63,08;18,93
2020-09-27 01:32;63,08;18,93
2020-09-27 01:47;63,08;18,93
2020-09-27 02:02;63,08;18,93
2020-09-27 02:17;63,08;18,93
2020-09-27 02:32;63,08;18,93
2020-09-27 02:47;63,08;18,93
2020-09-27 03:02;63,08;18,93
2020-09-27 03:17;63,08;18,93
2020-09-27 03:32;63,08;18,62
2020-09-27 03:47;63,08;18,93
2020-09-27 04:02;63,08;18,93
2020-09-27 04:17;63,08;18,32
2020-09-27 04:32;63,08;18,32
2020-09-27 04:47;63,08;18,32
2020-09-27 05:02;63,08;18,32
2020-09-27 05:17;63,08;18,32
2020-09-27 05:32;63,08;18,32
2020-09-27 05:47;63,08;18,32
2020-09-27 06:02;63,08;18,32
2020-09-27 06:17;63,08;18,32
2020-09-27 06:32;63,08;18,32
2020-09-27 06:47;63,08;18,32
2020-09-27 07:02;63,08;18,02
2020-09-27 07:17;63,08;18,02
2020-09-27 07:32;63,08;18,02
2020-09-27 07:47;63,08;18,02
2020-09-27 08:02;63,08;18,02
2020-09-27 08:17;63,08;18,02
2020-09-27 08:32;63,08;18,02
2020-09-27 08:47;63,08;18,62
2020-09-27 09:02;62,57;18,62
2020-09-27 09:17;62,57;18,62
2020-09-27 09:32;62,57;18,62
2020-09-27 09:47;62,57;18,93
2020-09-27 10:02;62,57;18,93
2020-09-27 10:17;62,57;18,93
2020-09-27 10:32;62,57;18,93
2020-09-27 10:47;62,57;18,93
2020-09-27 11:02;62,57;18,93
2020-09-27 11:17;62,57;18,93
2020-09-27 11:32;62,57;18,62
2020-09-27 11:47;62,57;18,62
2020-09-27 12:02;62,57;18,62
2020-09-27 12:17;62,57;18,62
2020-09-27 12:32;62,57;18,62
2020-09-27 12:47;62,57;18,93
2020-09-27 13:02;62,57;18,93
2020-09-27 13:17;62,57;18,93
2020-09-27 13:32;62,57;18,93
2020-09-27 13:47;62,57;18,93
2020-09-27 14:02;62,57;18,93
2020-09-27 14:17;62,57;19,23
2020-09-27 14:32;62,57;19,23
2020-09-27 14:47;62,57;19,23
2020-09-27 15:02;62,57;19,23
2020-09-27 15:17;62,57;19,23
2020-09-27 15:32;62,57;19,23
2020-09-27 15:47;62,57;19,23
2020-09-27 16:02;62,57;19,23
2020-09-27 16:17;62,57;19,23
2020-09-27 16:32;62,57;19,23
2020-09-27 16:47;62,57;19,23
2020-09-27 17:02;62,57;18,93
2020-09-27 17:17;62,57;18,93
2020-09-27 17:32;62,57;18,93
2020-09-27 17:47;62,57;18,93
2020-09-27 18:02;62,57;18,93
2020-09-27 18:17;62,57;18,93
2020-09-27 18:32;62,57;18,93
2020-09-27 18:47;62,57;18,93
2020-09-27 19:02;62,57;18,93
2020-09-27 19:17;62,57;18,93
2020-09-27 19:32;62,57;18,93
2020-09-27 19:47;62,57;18,62
2020-09-27 20:02;62,57;18,62
2020-09-27 20:17;62,57;18,93
2020-09-27 20:32;62,57;18,93
2020-09-27 20:47;62,57;18,93
2020-09-27 21:02;62,57;18,93
2020-09-27 21:17;62,57;18,62
2020-09-27 21:32;62,57;18,62
2020-09-27 21:47;62,57;18,62
2020-09-27 22:02;62,57;18,62
2020-09-27 22:17;62,57;18,62
2020-09-27 22:32;62,57;18,62
2020-09-27 22:47;62,57;18,62
2020-09-27 23:02;62,57;18,62
2020-09-27 23:17;62,57;18,62
2020-09-27 23:32;62,57;18,62
2020-09-27 23:47;62,57;18,62
2020-09-28 00:02;63,08;18,62
2020-09-28 00:17;63,08;18,32
2020-09-28 00:32;63,08;18,32
2020-09-28 00:47;63,08;18,32
2020-09-28 01:02;63,08;18,32
2020-09-28 01:17;63,08;18,32
2020-09-28 01:32;63,08;18,32
2020-09-28 01:47;63,08;18,32
2020-09-28 02:02;63,08;18,32
2020-09-28 02:17;62,57;18,32
2020-09-28 02:32;63,08;18,32
2020-09-28 02:47;63,08;18,32
2020-09-28 03:02;63,08;18,62
2020-09-28 03:17;63,08;18,62
2020-09-28 03:32;62,57;18,62
2020-09-28 03:47;62,57;18,62
2020-09-28 04:02;62,57;18,62
2020-09-28 04:17;62,57;18,32
2020-09-28 04:32;62,57;18,62
2020-09-28 04:47;62,57;18,62
2020-09-28 05:02;62,57;18,62
2020-09-28 05:17;62,57;18,62
2020-09-28 05:32;62,57;18,62
2020-09-28 05:47;62,57;18,32
2020-09-28 06:02;62,57;18,32
2020-09-28 06:17;62,06;18,32
2020-09-28 06:32;62,06;18,32
2020-09-28 06:47;62,06;18,32
2020-09-28 07:02;62,06;18,32
2020-09-28 07:17;62,06;18,32
2020-09-28 07:32;62,06;18,02
2020-09-28 07:47;62,06;18,02
2020-09-28 08:02;62,06;18,02
2020-09-28 08:17;62,06;18,02
2020-09-28 08:32;61,55;18,62
2020-09-28 08:47;61,55;18,32
2020-09-28 09:02;61,55;18,62
2020-09-28 09:17;61,04;18,32
2020-09-28 09:32;61,04;18,32
2020-09-28 09:47;61,04;18,32
2020-09-28 10:02;61,04;18,32
2020-09-28 10:17;61,04;18,32
2020-09-28 10:32;61,04;18,32
2020-09-28 10:47;61,04;18,32
2020-09-28 11:02;61,04;18,02
2020-09-28 11:17;61,04;18,02
2020-09-28 11:32;61,04;18,02
2020-09-28 11:47;61,04;18,02
2020-09-28 12:02;61,04;18,32
2020-09-28 12:17;61,04;18,32
2020-09-28 12:32;61,04;18,32
2020-09-28 12:47;61,04;18,32
2020-09-28 13:02;61,04;18,32
2020-09-28 13:17;61,04;18,32
2020-09-28 13:32;61,04;18,32
2020-09-28 13:47;61,04;18,32
2020-09-28 14:02;61,04;18,32
2020-09-28 14:17;61,04;18,32
2020-09-28 14:32;61,04;18,32
2020-09-28 14:47;61,04;18,32
2020-09-28 15:02;61,04;18,62
2020-09-28 15:17;61,04;18,62
2020-09-28 15:32;61,04;18,62
2020-09-28 15:47;61,04;18,62
2020-09-28 16:02;61,04;18,62
2020-09-28 16:17;61,04;18,93
2020-09-28 16:32;61,04;18,93
2020-09-28 16:47;60,53;18,32
2020-09-28 17:02;59,53;18,02
2020-09-28 17:17;60,03;18,02
2020-09-28 17:32;60,53;18,02
2020-09-28 17:47;60,53;18,02
2020-09-28 18:02;61,04;17,72
2020-09-28 18:17;61,04;18,02
2020-09-28 18:32;61,04;18,02
2020-09-28 18:47;61,04;18,32
2020-09-28 19:02;61,04;18,32
2020-09-28 19:17;61,04;18,32
