Time;%RH;°C
9.10.2020 12:44;96.5;12.56
9.10.2020 12:59;97.5;12.56
9.10.2020 13:14;98.0;12.84
9.10.2020 13:29;98.0;12.56
9.10.2020 13:44;95.5;12.28
9.10.2020 13:59;91.6;12.56
9.10.2020 14:14;93.1;12.84
9.10.2020 14:29;93.1;12.28
9.10.2020 14:44;93.6;12.56
9.10.2020 14:59;90.6;12.84
9.10.2020 15:14;92.1;12.84
9.10.2020 15:29;94.5;12.28
9.10.2020 15:44;95.5;12.28
9.10.2020 15:59;97.0;11.73
9.10.2020 16:14;98.0;12.01
9.10.2020 16:29;98.9;12.01
9.10.2020 16:44;100.4;11.73
9.10.2020 16:59;101.9;11.46
9.10.2020 17:14;102.9;11.46
9.10.2020 17:29;102.9;11.19
9.10.2020 17:44;101.9;10.92
9.10.2020 17:59;102.9;10.92
9.10.2020 18:14;101.9;10.92
9.10.2020 18:29;102.4;11.46
9.10.2020 18:44;102.4;11.46
9.10.2020 18:59;107.3;11.19
9.10.2020 19:14;108.7;11.19
9.10.2020 19:29;110.2;11.46
9.10.2020 19:44;111.7;10.92
9.10.2020 19:59;113.1;10.92
9.10.2020 20:14;-13.0;11.19
9.10.2020 20:29;-11.0;10.92
9.10.2020 20:44;-8.9;11.19
9.10.2020 20:59;-7.4;10.92
9.10.2020 21:14;-5.9;10.92
9.10.2020 21:29;-5.4;10.92
9.10.2020 21:44;-4.9;11.19
9.10.2020 21:59;-4.9;10.92
9.10.2020 22:14;-4.4;11.46
9.10.2020 22:29;-4.4;10.92
9.10.2020 22:44;-4.4;11.19
9.10.2020 22:59;-4.4;11.46
9.10.2020 23:14;-4.4;11.46
9.10.2020 23:29;-5.4;10.92
9.10.2020 23:44;-7.4;10.92
9.10.2020 23:59;-7.9;10.65
10.10.2020 0:14;-10.5;10.65
10.10.2020 0:29;-12.5;10.11
10.10.2020 0:44;-14.0;10.38
10.10.2020 0:59;113.1;10.11
10.10.2020 1:14;112.6;9.58
10.10.2020 1:29;111.7;9.84
10.10.2020 1:44;110.2;9.05
10.10.2020 1:59;110.2;9.31
10.10.2020 2:14;108.7;9.05
10.10.2020 2:29;107.8;9.05
10.10.2020 2:44;107.8;8.52
10.10.2020 2:59;107.8;8.52
10.10.2020 3:14;108.2;8.25
10.10.2020 3:29;108.2;7.99
10.10.2020 3:44;109.2;7.99
10.10.2020 3:59;111.2;7.73
10.10.2020 4:14;-12.0;7.99
10.10.2020 4:29;-9.9;7.73
10.10.2020 4:44;-9.9;7.99
10.10.2020 4:59;-9.4;8.25
10.10.2020 5:14;-9.4;7.99
10.10.2020 5:29;-9.4;8.25
10.10.2020 5:44;-8.4;7.99
10.10.2020 5:59;-7.4;7.99
10.10.2020 6:14;-5.4;8.25
10.10.2020 6:29;-4.9;8.52
10.10.2020 6:44;-4.4;8.52
10.10.2020 6:59;-4.4;8.52
10.10.2020 7:14;-4.9;7.99
10.10.2020 7:29;-4.9;8.52
10.10.2020 7:44;-4.9;8.52
10.10.2020 7:59;-4.9;8.52
10.10.2020 8:14;-4.9;8.78
10.10.2020 8:29;-4.4;9.05
10.10.2020 8:44;-4.9;9.05
10.10.2020 8:59;-7.4;9.31
10.10.2020 9:14;-10.5;9.84
10.10.2020 9:29;-14.0;10.38
10.10.2020 9:44;109.7;10.65
10.10.2020 9:59;107.3;10.38
10.10.2020 10:14;104.8;10.65
10.10.2020 10:29;101.9;10.65
10.10.2020 10:44;96.0;10.92
10.10.2020 10:59;89.6;11.46
10.10.2020 11:14;90.6;11.19
10.10.2020 11:29;82.2;11.19
10.10.2020 11:44;84.7;11.46
10.10.2020 11:59;80.8;12.01
10.10.2020 12:14;80.3;11.73
10.10.2020 12:29;77.8;12.28
10.10.2020 12:44;77.3;12.56
10.10.2020 12:59;74.3;12.56
10.10.2020 13:14;74.8;12.28
10.10.2020 13:29;73.8;12.84
10.10.2020 13:44;74.3;12.84
10.10.2020 13:59;74.3;12.28
10.10.2020 14:14;76.3;12.56
10.10.2020 14:29;76.3;12.84
10.10.2020 14:44;79.3;12.28
10.10.2020 14:59;82.2;12.28
10.10.2020 15:14;83.7;12.28
10.10.2020 15:29;86.2;12.28
10.10.2020 15:44;86.2;12.28
10.10.2020 15:59;86.2;12.01
10.10.2020 16:14;87.2;12.28
10.10.2020 16:29;87.7;12.28
10.10.2020 16:44;88.2;12.01
10.10.2020 16:59;88.6;11.46
10.10.2020 17:14;89.6;11.46
10.10.2020 17:29;90.6;10.92
10.10.2020 17:44;93.6;10.38
10.10.2020 17:59;95.0;10.38
10.10.2020 18:14;97.5;10.11
10.10.2020 18:29;98.5;10.11
10.10.2020 18:44;99.9;9.84
10.10.2020 18:59;100.4;9.31
10.10.2020 19:14;102.9;9.58
10.10.2020 19:29;104.8;9.31
10.10.2020 19:44;106.8;9.05
10.10.2020 19:59;105.8;8.52
10.10.2020 20:14;105.3;8.52
10.10.2020 20:29;104.3;8.78
10.10.2020 20:44;106.3;8.52
10.10.2020 20:59;105.8;8.25
10.10.2020 21:14;105.8;8.25
10.10.2020 21:29;106.3;8.25
10.10.2020 21:44;107.3;7.99
10.10.2020 21:59;107.8;7.99
10.10.2020 22:14;110.7;7.73
10.10.2020 22:29;110.7;7.73
10.10.2020 22:44;108.7;7.47
10.10.2020 22:59;108.7;7.47
10.10.2020 23:14;110.7;7.73
10.10.2020 23:29;112.1;7.21
10.10.2020 23:44;111.2;7.21
10.10.2020 23:59;111.2;7.21
11.10.2020 0:14;110.7;6.95
11.10.2020 0:29;109.2;7.21
11.10.2020 0:44;112.6;7.21
11.10.2020 0:59;-9.9;7.47
11.10.2020 1:14;-7.9;7.21
11.10.2020 1:29;-6.9;7.47
11.10.2020 1:44;-6.9;7.47
11.10.2020 1:59;-5.9;7.21
11.10.2020 2:14;-6.4;7.21
11.10.2020 2:29;-4.9;7.73
11.10.2020 2:44;-4.9;7.21
11.10.2020 2:59;-4.4;7.73
11.10.2020 3:14;-4.4;7.73
11.10.2020 3:29;-4.9;7.73
11.10.2020 3:44;-4.9;7.73
11.10.2020 3:59;-4.9;7.73
11.10.2020 4:14;-4.9;7.73
11.10.2020 4:29;-4.9;7.47
11.10.2020 4:44;-4.9;7.47
11.10.2020 4:59;-4.9;7.73
11.10.2020 5:14;-4.9;7.47
11.10.2020 5:29;-4.9;7.47
11.10.2020 5:44;-4.9;7.21
11.10.2020 5:59;-4.9;7.73
11.10.2020 6:14;-4.4;7.73
11.10.2020 6:29;-4.9;7.73
11.10.2020 6:44;-4.9;7.21
11.10.2020 6:59;-4.9;7.21
11.10.2020 7:14;-4.4;7.73
11.10.2020 7:29;-3.8;7.73
11.10.2020 7:44;-3.3;7.99
11.10.2020 7:59;-3.3;7.99
11.10.2020 8:14;-3.3;7.99
11.10.2020 8:29;-3.3;7.99
11.10.2020 8:44;-3.3;7.99
11.10.2020 8:59;-3.3;8.25
11.10.2020 9:14;-3.8;7.99
11.10.2020 9:29;-4.9;7.99
11.10.2020 9:44;-7.4;8.25
11.10.2020 9:59;-12.5;8.52
11.10.2020 10:14;109.2;9.31
11.10.2020 10:29;107.3;9.58
11.10.2020 10:44;107.3;9.58
11.10.2020 10:59;108.2;9.58
11.10.2020 11:14;-12.0;9.05
11.10.2020 11:29;-9.9;8.78
11.10.2020 11:44;-6.9;9.31
11.10.2020 11:59;-5.9;9.58
11.10.2020 12:14;-5.4;9.31
11.10.2020 12:29;-5.4;9.58
11.10.2020 12:44;-4.9;9.58
11.10.2020 12:59;-3.8;9.31
11.10.2020 13:14;-3.3;9.84
11.10.2020 13:29;-2.8;9.31
11.10.2020 13:44;-2.8;9.84
11.10.2020 13:59;-2.3;9.58
11.10.2020 14:14;-2.3;9.58
11.10.2020 14:29;-1.8;10.11
11.10.2020 14:44;-1.8;10.38
11.10.2020 14:59;-1.8;10.65
11.10.2020 15:14;-2.3;10.65
11.10.2020 15:29;-2.3;10.38
11.10.2020 15:44;-2.3;10.65
11.10.2020 15:59;-2.8;10.65
11.10.2020 16:14;-2.3;10.65
11.10.2020 16:29;-2.8;10.65
11.10.2020 16:44;-2.8;10.65
11.10.2020 16:59;-2.8;10.65
11.10.2020 17:14;-2.8;10.65
11.10.2020 17:29;-2.8;10.65
11.10.2020 17:44;-2.8;10.65
11.10.2020 17:59;-2.3;11.19
11.10.2020 18:14;-2.8;10.92
11.10.2020 18:29;-2.8;10.65
11.10.2020 18:44;-3.3;10.92
11.10.2020 18:59;-3.3;10.92
11.10.2020 19:14;-3.8;10.38
11.10.2020 19:29;-3.8;10.11
11.10.2020 19:44;-4.4;10.38
11.10.2020 19:59;-4.9;10.11
11.10.2020 20:14;-4.9;10.38
11.10.2020 20:29;-5.4;10.11
11.10.2020 20:44;-6.4;10.11
11.10.2020 20:59;-7.4;9.84
11.10.2020 21:14;-5.9;9.84
11.10.2020 21:29;-5.9;9.84
11.10.2020 21:44;-6.9;10.11
11.10.2020 21:59;-7.4;9.58
11.10.2020 22:14;-7.4;9.84
11.10.2020 22:29;-6.4;9.58
11.10.2020 22:44;-5.4;9.84
11.10.2020 22:59;-5.4;9.58
11.10.2020 23:14;-4.9;9.58
11.10.2020 23:29;-5.4;9.84
11.10.2020 23:44;-4.9;9.58
11.10.2020 23:59;-5.4;9.58
12.10.2020 0:14;-6.4;9.58
12.10.2020 0:29;-7.9;9.31
12.10.2020 0:44;-7.4;9.31
12.10.2020 0:59;-4.9;9.31
12.10.2020 1:14;-4.9;9.58
12.10.2020 1:29;-4.4;9.58
12.10.2020 1:44;-3.8;9.05
12.10.2020 1:59;-3.8;9.31
12.10.2020 2:14;-3.8;9.31
12.10.2020 2:29;-3.8;9.05
12.10.2020 2:44;-3.8;9.05
12.10.2020 2:59;-3.8;9.05
12.10.2020 3:14;-3.8;9.05
12.10.2020 3:29;-3.8;9.05
12.10.2020 3:44;-3.3;9.05
12.10.2020 3:59;-3.8;9.05
12.10.2020 4:14;-3.8;9.05
12.10.2020 4:29;-3.8;9.05
12.10.2020 4:44;-3.3;8.78
12.10.2020 4:59;-3.3;9.05
12.10.2020 5:14;-3.3;9.05
12.10.2020 5:29;-3.3;9.05
12.10.2020 5:44;-3.3;9.05
12.10.2020 5:59;-3.3;9.05
12.10.2020 6:14;-3.3;9.05
12.10.2020 6:29;-2.8;9.05
12.10.2020 6:44;-2.8;9.05
12.10.2020 6:59;-2.8;8.78
12.10.2020 7:14;-2.8;8.78
12.10.2020 7:29;-2.8;9.05
12.10.2020 7:44;-3.3;9.05
12.10.2020 7:59;-4.4;8.78
12.10.2020 8:14;-3.8;8.78
12.10.2020 8:29;-4.4;9.31
12.10.2020 8:44;-4.4;9.31
12.10.2020 8:59;-4.9;9.31
12.10.2020 9:14;-4.4;9.31
12.10.2020 9:29;-4.9;9.31
12.10.2020 9:44;-4.9;9.05
12.10.2020 9:59;-4.9;9.58
12.10.2020 10:14;-5.4;9.31
12.10.2020 10:29;-5.9;9.31
12.10.2020 10:44;-5.4;9.58
12.10.2020 10:59;-5.9;9.31
12.10.2020 11:14;-5.9;9.31
12.10.2020 11:29;-5.9;9.84
12.10.2020 11:44;-5.4;9.84
12.10.2020 11:59;-5.4;9.84
12.10.2020 12:14;-8.4;10.65
12.10.2020 12:29;112.6;10.65
12.10.2020 12:44;108.7;10.92
12.10.2020 12:59;100.4;11.19
12.10.2020 13:14;95.0;11.19
12.10.2020 13:29;95.5;10.92
12.10.2020 13:44;94.0;11.19
12.10.2020 13:59;95.5;11.19
12.10.2020 14:14;95.0;10.92
12.10.2020 14:29;95.0;10.65
12.10.2020 14:44;94.0;10.92
12.10.2020 14:59;95.5;10.92
12.10.2020 15:14;99.9;10.92
12.10.2020 15:29;101.4;10.38
12.10.2020 15:44;103.8;10.65
12.10.2020 15:59;104.3;10.11
12.10.2020 16:14;104.8;10.65
12.10.2020 16:29;101.4;10.65
12.10.2020 16:44;99.9;10.11
12.10.2020 16:59;98.5;10.38
12.10.2020 17:14;98.9;9.84
12.10.2020 17:29;99.9;9.84
12.10.2020 17:44;100.4;9.58
12.10.2020 17:59;101.4;9.05
12.10.2020 18:14;101.9;8.78
12.10.2020 18:29;103.4;9.05
12.10.2020 18:44;103.8;9.05
12.10.2020 18:59;104.3;8.52
12.10.2020 19:14;104.8;8.52
12.10.2020 19:29;105.3;8.25
12.10.2020 19:44;107.8;8.25
12.10.2020 19:59;108.2;7.99
12.10.2020 20:14;108.7;8.25
12.10.2020 20:29;107.8;7.99
12.10.2020 20:44;107.8;7.73
12.10.2020 20:59;106.3;7.47
12.10.2020 21:14;107.3;7.47
12.10.2020 21:29;108.7;7.47
12.10.2020 21:44;110.7;7.21
12.10.2020 21:59;-12.0;7.73
12.10.2020 22:14;-9.9;7.47
12.10.2020 22:29;-9.4;7.73
12.10.2020 22:44;-10.5;7.73
12.10.2020 22:59;-12.0;7.47
12.10.2020 23:14;-12.5;7.21
12.10.2020 23:29;-12.5;7.73
12.10.2020 23:44;-12.0;7.73
12.10.2020 23:59;-12.5;7.47
13.10.2020 0:14;-12.5;7.21
13.10.2020 0:29;-12.0;7.47
13.10.2020 0:44;-12.5;7.21
13.10.2020 0:59;-12.5;6.95
13.10.2020 1:14;-12.0;7.21
13.10.2020 1:29;-12.0;7.21
13.10.2020 1:44;-11.0;6.95
13.10.2020 1:59;-9.9;6.95
13.10.2020 2:14;-9.9;6.95
13.10.2020 2:29;-9.9;6.95
13.10.2020 2:44;-9.9;6.69
13.10.2020 2:59;-9.4;6.95
13.10.2020 3:14;-7.9;6.95
13.10.2020 3:29;-7.4;6.69
13.10.2020 3:44;-5.9;6.95
13.10.2020 3:59;-5.9;6.95
13.10.2020 4:14;-5.9;6.95
13.10.2020 4:29;-6.9;6.95
13.10.2020 4:44;-7.4;6.69
13.10.2020 4:59;-6.4;6.95
13.10.2020 5:14;-4.9;6.95
13.10.2020 5:29;-4.4;7.47
13.10.2020 5:44;-4.4;7.21
13.10.2020 5:59;-4.9;7.21
13.10.2020 6:14;-5.4;6.95
13.10.2020 6:29;-5.9;7.21
13.10.2020 6:44;-6.9;7.21
13.10.2020 6:59;-6.9;7.21
13.10.2020 7:14;-6.9;7.21
13.10.2020 7:29;-6.9;7.21
13.10.2020 7:44;-5.9;7.21
13.10.2020 7:59;-5.4;7.21
13.10.2020 8:14;-4.9;7.73
13.10.2020 8:29;-4.9;7.21
13.10.2020 8:44;-4.4;7.47
13.10.2020 8:59;-3.8;7.47
13.10.2020 9:14;-4.4;7.73
13.10.2020 9:29;-4.4;7.99
13.10.2020 9:44;-4.4;7.99
13.10.2020 9:59;-4.4;8.25
13.10.2020 10:14;-4.9;7.99
13.10.2020 10:29;-5.9;8.25
13.10.2020 10:44;-7.9;8.25
13.10.2020 10:59;-13.0;8.78
13.10.2020 11:14;-12.5;8.52
13.10.2020 11:29;-12.0;8.78
13.10.2020 11:44;113.1;9.05
13.10.2020 11:59;110.2;9.05
13.10.2020 12:14;107.8;9.31
13.10.2020 12:29;86.2;9.05
13.10.2020 12:44;88.2;9.31
13.10.2020 12:59;84.7;9.58
13.10.2020 13:14;84.7;9.58
13.10.2020 13:29;77.3;9.58
13.10.2020 13:44;81.3;9.58
13.10.2020 13:59;78.8;9.58
13.10.2020 14:14;74.3;9.58
13.10.2020 14:29;75.8;9.58
13.10.2020 14:44;75.3;9.84
13.10.2020 14:59;75.8;9.58
13.10.2020 15:14;76.3;9.58
13.10.2020 15:29;77.3;9.31
13.10.2020 15:44;79.3;9.31
13.10.2020 15:59;79.3;9.31
13.10.2020 16:14;80.3;9.31
13.10.2020 16:29;81.7;9.31
13.10.2020 16:44;83.7;9.05
13.10.2020 16:59;86.7;8.78
13.10.2020 17:14;88.2;8.52
13.10.2020 17:29;89.6;8.52
13.10.2020 17:44;91.1;8.52
13.10.2020 17:59;91.6;8.25
13.10.2020 18:14;91.6;7.99
13.10.2020 18:29;90.6;7.99
13.10.2020 18:44;89.1;7.73
13.10.2020 18:59;91.1;7.21
13.10.2020 19:14;91.6;6.95
13.10.2020 19:29;90.6;6.43
13.10.2020 19:44;92.6;6.43
13.10.2020 19:59;95.5;6.43
13.10.2020 20:14;98.0;6.43
13.10.2020 20:29;98.5;6.43
13.10.2020 20:44;98.9;6.17
13.10.2020 20:59;98.9;6.43
13.10.2020 21:14;98.5;6.69
13.10.2020 21:29;98.0;6.17
13.10.2020 21:44;99.9;6.43
13.10.2020 21:59;100.4;5.91
13.10.2020 22:14;101.4;5.91
13.10.2020 22:29;102.4;6.17
13.10.2020 22:44;103.8;6.17
13.10.2020 22:59;104.3;5.91
13.10.2020 23:14;104.3;5.65
13.10.2020 23:29;104.3;5.65
13.10.2020 23:44;104.8;5.65
13.10.2020 23:59;107.8;5.39
14.10.2020 0:14;108.7;5.39
14.10.2020 0:29;105.3;5.65
14.10.2020 0:44;107.3;5.14
14.10.2020 0:59;110.2;5.14
14.10.2020 1:14;111.2;5.39
14.10.2020 1:29;112.6;5.14
14.10.2020 1:44;-14.0;5.14
14.10.2020 1:59;111.2;5.14
14.10.2020 2:14;104.8;4.88
14.10.2020 2:29;104.3;4.88
14.10.2020 2:44;104.3;4.63
14.10.2020 2:59;106.8;4.63
14.10.2020 3:14;110.2;4.37
14.10.2020 3:29;109.2;4.37
14.10.2020 3:44;108.7;4.11
14.10.2020 3:59;106.3;4.11
14.10.2020 4:14;105.3;3.86
14.10.2020 4:29;106.8;3.86
14.10.2020 4:44;108.7;3.86
14.10.2020 4:59;112.6;3.86
14.10.2020 5:14;-11.5;3.86
14.10.2020 5:29;-9.9;3.86
14.10.2020 5:44;-7.4;3.86
14.10.2020 5:59;-7.4;3.86
14.10.2020 6:14;-6.4;3.86
14.10.2020 6:29;-4.9;4.11
14.10.2020 6:44;-2.3;4.37
14.10.2020 6:59;-1.8;4.63
14.10.2020 7:14;-0.8;5.14
14.10.2020 7:29;-0.3;4.88
14.10.2020 7:44;-0.3;5.14
14.10.2020 7:59;0.2;5.39
14.10.2020 8:14;0.2;5.65
14.10.2020 8:29;0.2;5.65
14.10.2020 8:44;-0.3;6.17
14.10.2020 8:59;-0.3;6.43
14.10.2020 9:14;-0.3;6.69
14.10.2020 9:29;0.2;6.69
14.10.2020 9:44;-0.3;6.95
14.10.2020 9:59;-1.3;7.21
14.10.2020 10:14;-4.9;7.21
14.10.2020 10:29;-8.9;7.73
14.10.2020 10:44;-12.0;7.73
14.10.2020 10:59;-12.5;7.99
14.10.2020 11:14;111.2;7.99
14.10.2020 11:29;110.7;7.99
14.10.2020 11:44;106.8;8.25
14.10.2020 11:59;100.4;8.52
14.10.2020 12:14;98.9;8.78
14.10.2020 12:29;99.4;8.78
14.10.2020 12:44;98.5;8.78
14.10.2020 12:59;99.4;9.05
14.10.2020 13:14;98.9;8.52
14.10.2020 13:29;97.0;8.52
14.10.2020 13:44;95.5;8.78
14.10.2020 13:59;95.5;8.78
14.10.2020 14:14;97.0;8.78
14.10.2020 14:29;98.0;9.31
14.10.2020 14:44;97.5;8.78
14.10.2020 14:59;99.4;9.05
14.10.2020 15:14;99.9;9.05
14.10.2020 15:29;100.4;8.78
14.10.2020 15:44;102.4;9.05
14.10.2020 15:59;102.9;8.52
14.10.2020 16:14;100.9;8.78
14.10.2020 16:29;107.3;8.52
14.10.2020 16:44;107.3;8.25
14.10.2020 16:59;107.8;8.25
14.10.2020 17:14;108.2;8.25
14.10.2020 17:29;110.2;8.52
14.10.2020 17:44;111.2;8.25
14.10.2020 17:59;111.2;8.52
14.10.2020 18:14;110.7;8.25
14.10.2020 18:29;111.7;8.52
14.10.2020 18:44;112.6;8.52
14.10.2020 18:59;112.1;7.99
14.10.2020 19:14;-14.0;8.25
14.10.2020 19:29;-14.0;8.25
14.10.2020 19:44;113.1;7.99
14.10.2020 19:59;-13.0;8.25
14.10.2020 20:14;-12.5;7.99
14.10.2020 20:29;-12.5;8.25
14.10.2020 20:44;-12.0;8.25
14.10.2020 20:59;-11.0;7.73
14.10.2020 21:14;-9.4;7.99
14.10.2020 21:29;-9.4;7.73
14.10.2020 21:44;-8.9;7.99
14.10.2020 21:59;-9.4;7.99
14.10.2020 22:14;-9.4;7.73
14.10.2020 22:29;-9.9;7.73
14.10.2020 22:44;-8.9;7.73
14.10.2020 22:59;-8.4;7.47
14.10.2020 23:14;-7.4;7.47
14.10.2020 23:29;-7.4;7.21
14.10.2020 23:44;-6.9;7.47
14.10.2020 23:59;-7.4;7.21
15.10.2020 0:14;-7.4;7.21
15.10.2020 0:29;-7.4;7.47
15.10.2020 0:44;-7.4;6.95
15.10.2020 0:59;-9.4;6.95
15.10.2020 1:14;-9.4;7.21
15.10.2020 1:29;-9.9;6.95
15.10.2020 1:44;-10.5;6.95
15.10.2020 1:59;-12.0;6.95
15.10.2020 2:14;-12.5;6.43
15.10.2020 2:29;-14.0;6.69
15.10.2020 2:44;-13.5;6.69
15.10.2020 2:59;-11.5;6.69
15.10.2020 3:14;-9.4;6.69
15.10.2020 3:29;-8.9;6.43
15.10.2020 3:44;-10.5;6.17
15.10.2020 3:59;-10.5;6.17
15.10.2020 4:14;-10.5;5.91
15.10.2020 4:29;-10.5;5.91
15.10.2020 4:44;-12.0;5.65
15.10.2020 4:59;-13.0;5.65
15.10.2020 5:14;108.7;5.39
15.10.2020 5:29;106.3;5.39
15.10.2020 5:44;105.3;5.14
15.10.2020 5:59;102.4;5.14
15.10.2020 6:14;93.6;4.37
15.10.2020 6:29;94.5;4.37
15.10.2020 6:44;89.6;4.11
15.10.2020 6:59;86.2;3.86
15.10.2020 7:14;86.2;3.61
15.10.2020 7:29;82.7;3.61
15.10.2020 7:44;82.7;3.35
15.10.2020 7:59;86.2;3.35
15.10.2020 8:14;86.7;3.35
15.10.2020 8:29;88.2;3.35
15.10.2020 8:44;84.2;3.61
15.10.2020 8:59;83.7;3.10
15.10.2020 9:14;81.7;3.10
15.10.2020 9:29;81.7;3.35
15.10.2020 9:44;79.3;3.61
15.10.2020 9:59;79.3;3.86
15.10.2020 10:14;77.8;4.11
15.10.2020 10:29;75.8;4.11
15.10.2020 10:44;75.8;4.37
15.10.2020 10:59;76.3;4.37
15.10.2020 11:14;74.8;4.37
15.10.2020 11:29;73.8;4.63
15.10.2020 11:44;72.4;4.63
15.10.2020 11:59;69.9;4.88
15.10.2020 12:14;71.9;5.14
15.10.2020 12:29;72.9;5.14
15.10.2020 12:44;72.9;5.14
15.10.2020 12:59;74.3;5.39
15.10.2020 13:14;74.3;5.65
15.10.2020 13:29;76.8;5.39
15.10.2020 13:44;78.8;5.39
15.10.2020 13:59;79.8;5.39
15.10.2020 14:14;81.7;5.14
15.10.2020 14:29;82.2;5.65
15.10.2020 14:44;81.7;5.91
15.10.2020 14:59;81.7;5.91
15.10.2020 15:14;82.7;5.65
15.10.2020 15:29;84.2;5.65
15.10.2020 15:44;83.2;5.65
15.10.2020 15:59;83.7;5.39
15.10.2020 16:14;83.7;5.39
15.10.2020 16:29;83.7;5.39
15.10.2020 16:44;80.3;5.39
15.10.2020 16:59;82.2;5.39
15.10.2020 17:14;83.7;5.14
15.10.2020 17:29;87.2;4.88
15.10.2020 17:44;86.7;4.88
15.10.2020 17:59;81.3;4.88
15.10.2020 18:14;81.3;4.63
15.10.2020 18:29;81.3;4.63
15.10.2020 18:44;83.7;4.63
15.10.2020 18:59;82.2;4.37
15.10.2020 19:14;82.2;4.37
15.10.2020 19:29;83.2;4.37
15.10.2020 19:44;83.7;4.11
15.10.2020 19:59;90.6;3.86
15.10.2020 20:14;98.9;3.86
15.10.2020 20:29;98.9;3.35
15.10.2020 20:44;96.5;3.61
15.10.2020 20:59;94.5;3.35
15.10.2020 21:14;88.6;3.35
15.10.2020 21:29;84.2;3.61
15.10.2020 21:44;84.2;3.35
15.10.2020 21:59;83.7;3.61
15.10.2020 22:14;84.2;3.10
15.10.2020 22:29;83.7;3.35
15.10.2020 22:44;85.7;3.61
15.10.2020 22:59;88.2;3.35
15.10.2020 23:14;88.6;3.35
15.10.2020 23:29;88.6;3.35
15.10.2020 23:44;87.2;2.84
15.10.2020 23:59;87.7;2.84
16.10.2020 0:14;88.6;2.84
16.10.2020 0:29;86.2;3.10
16.10.2020 0:44;86.2;3.10
16.10.2020 0:59;87.2;2.84
16.10.2020 1:14;86.7;3.10
16.10.2020 1:29;87.2;2.84
16.10.2020 1:44;86.7;3.10
16.10.2020 1:59;85.2;2.84
16.10.2020 2:14;83.7;3.10
16.10.2020 2:29;81.7;3.10
16.10.2020 2:44;81.7;3.10
16.10.2020 2:59;79.3;3.10
16.10.2020 3:14;79.8;3.10
16.10.2020 3:29;77.3;3.10
16.10.2020 3:44;71.9;3.10
16.10.2020 3:59;70.9;3.35
16.10.2020 4:14;69.9;3.35
16.10.2020 4:29;70.9;3.35
16.10.2020 4:44;70.9;3.35
16.10.2020 4:59;74.3;3.35
16.10.2020 5:14;78.8;3.10
16.10.2020 5:29;82.2;3.10
16.10.2020 5:44;84.2;2.84
16.10.2020 5:59;85.7;3.10
16.10.2020 6:14;87.2;2.84
16.10.2020 6:29;89.6;3.10
16.10.2020 6:44;90.6;2.84
16.10.2020 6:59;91.6;2.84
16.10.2020 7:14;91.1;2.84
16.10.2020 7:29;91.1;3.10
16.10.2020 7:44;91.1;3.10
16.10.2020 7:59;89.6;3.10
16.10.2020 8:14;87.2;3.10
16.10.2020 8:29;86.2;2.84
16.10.2020 8:44;85.2;3.10
16.10.2020 8:59;83.2;2.84
16.10.2020 9:14;84.7;3.10
16.10.2020 9:29;83.7;3.10
16.10.2020 9:44;84.7;3.10
16.10.2020 9:59;85.2;2.84
16.10.2020 10:14;84.2;2.84
16.10.2020 10:29;83.7;2.84
16.10.2020 10:44;84.2;3.10
16.10.2020 10:59;83.2;3.10
16.10.2020 11:14;84.2;3.35
16.10.2020 11:29;85.7;3.35
16.10.2020 11:44;84.2;3.61
16.10.2020 11:59;83.2;3.86
16.10.2020 12:14;81.7;3.86
16.10.2020 12:29;82.2;4.11
16.10.2020 12:44;81.3;4.11
16.10.2020 12:59;81.3;4.11
16.10.2020 13:14;81.7;4.11
16.10.2020 13:29;79.3;4.37
16.10.2020 13:44;80.8;4.11
16.10.2020 13:59;80.3;4.37
16.10.2020 14:14;79.8;4.37
16.10.2020 14:29;80.8;4.63
16.10.2020 14:44;78.8;4.63
16.10.2020 14:59;77.3;4.63
16.10.2020 15:14;78.8;4.63
16.10.2020 15:29;77.3;4.63
16.10.2020 15:44;78.8;4.63
16.10.2020 15:59;80.8;4.63
16.10.2020 16:14;79.8;4.63
16.10.2020 16:29;80.3;4.37
16.10.2020 16:44;81.7;4.37
16.10.2020 16:59;82.2;4.37
16.10.2020 17:14;83.7;4.11
16.10.2020 17:29;84.7;4.37
16.10.2020 17:44;86.2;4.11
16.10.2020 17:59;88.2;3.86
16.10.2020 18:14;88.6;3.35
16.10.2020 18:29;89.1;3.86
16.10.2020 18:44;90.1;3.61
16.10.2020 18:59;89.6;3.86
16.10.2020 19:14;90.1;3.86
16.10.2020 19:29;90.6;3.86
16.10.2020 19:44;92.1;3.61
16.10.2020 19:59;93.1;3.35
16.10.2020 20:14;93.1;3.35
16.10.2020 20:29;93.6;3.10
16.10.2020 20:44;91.6;2.84
16.10.2020 20:59;91.1;2.84
16.10.2020 21:14;95.0;2.34
16.10.2020 21:29;97.5;2.34
16.10.2020 21:44;99.4;2.34
16.10.2020 21:59;93.6;1.83
16.10.2020 22:14;95.5;1.83
16.10.2020 22:29;98.5;1.58
16.10.2020 22:44;100.4;1.58
16.10.2020 22:59;97.5;1.07
16.10.2020 23:14;95.5;1.33
16.10.2020 23:29;95.0;0.82
16.10.2020 23:44;96.0;0.82
16.10.2020 23:59;95.0;0.57
17.10.2020 0:14;95.0;0.57
17.10.2020 0:29;102.9;0.32
