Time;%RH;°C
2.10.2020 1:29;111.2;9.05
2.10.2020 1:44;111.2;9.05
2.10.2020 1:59;111.7;9.05
2.10.2020 2:14;110.7;8.78
2.10.2020 2:29;112.1;8.78
2.10.2020 2:44;-14.0;8.78
2.10.2020 2:59;-14.0;9.05
2.10.2020 3:14;-12.5;8.52
2.10.2020 3:29;-12.0;8.52
2.10.2020 3:44;-12.0;8.52
2.10.2020 3:59;-12.0;8.78
2.10.2020 4:14;-10.5;8.78
2.10.2020 4:29;-10.5;8.78
2.10.2020 4:44;-11.0;8.52
2.10.2020 4:59;-10.5;8.52
2.10.2020 5:14;-12.0;8.52
2.10.2020 5:29;-11.5;8.52
2.10.2020 5:44;-11.0;8.25
2.10.2020 5:59;-11.5;8.25
2.10.2020 6:14;-11.0;8.25
2.10.2020 6:29;-9.9;8.25
2.10.2020 6:44;-9.4;7.99
2.10.2020 6:59;-9.4;7.99
2.10.2020 7:14;-9.4;7.99
2.10.2020 7:29;-9.4;8.25
2.10.2020 7:44;-10.5;8.25
2.10.2020 7:59;-12.0;8.25
2.10.2020 8:14;113.1;8.78
2.10.2020 8:29;110.7;8.78
2.10.2020 8:44;106.3;9.31
2.10.2020 8:59;103.8;9.84
2.10.2020 9:14;101.4;9.84
2.10.2020 9:29;99.9;9.84
2.10.2020 9:44;95.0;10.11
2.10.2020 9:59;91.1;10.92
2.10.2020 10:14;90.6;11.19
2.10.2020 10:29;86.7;11.46
2.10.2020 10:44;87.2;11.73
2.10.2020 10:59;84.2;12.01
2.10.2020 11:14;83.7;12.28
2.10.2020 11:29;80.3;12.84
2.10.2020 11:44;77.3;13.11
2.10.2020 11:59;76.8;13.39
2.10.2020 12:14;77.3;13.67
2.10.2020 12:29;73.8;13.95
2.10.2020 12:44;71.9;13.95
2.10.2020 12:59;70.9;14.52
2.10.2020 13:14;69.4;14.80
2.10.2020 13:29;68.9;14.52
2.10.2020 13:44;69.9;14.80
2.10.2020 13:59;68.9;14.80
2.10.2020 14:14;65.4;15.09
2.10.2020 14:29;64.4;15.38
2.10.2020 14:44;64.9;15.95
2.10.2020 14:59;64.9;16.24
2.10.2020 15:14;64.4;15.95
2.10.2020 15:29;64.4;15.38
2.10.2020 15:44;67.4;15.38
2.10.2020 15:59;68.4;15.38
2.10.2020 16:14;69.9;14.80
2.10.2020 16:29;69.9;14.80
2.10.2020 16:44;71.9;14.24
2.10.2020 16:59;72.9;14.52
2.10.2020 17:14;76.3;13.95
2.10.2020 17:29;78.8;13.67
2.10.2020 17:44;79.8;13.39
2.10.2020 17:59;81.3;12.84
2.10.2020 18:14;80.3;12.84
2.10.2020 18:29;81.3;12.28
2.10.2020 18:44;81.7;11.73
2.10.2020 18:59;83.2;11.73
2.10.2020 19:14;84.7;11.46
2.10.2020 19:29;86.2;11.19
2.10.2020 19:44;86.7;10.92
2.10.2020 19:59;88.6;10.92
2.10.2020 20:14;88.6;10.38
2.10.2020 20:29;89.1;10.38
2.10.2020 20:44;90.6;10.38
2.10.2020 20:59;93.1;10.38
2.10.2020 21:14;93.1;10.11
2.10.2020 21:29;95.5;9.84
2.10.2020 21:44;95.0;9.58
2.10.2020 21:59;96.0;9.58
2.10.2020 22:14;97.5;9.58
2.10.2020 22:29;98.0;9.58
2.10.2020 22:44;100.4;9.31
2.10.2020 22:59;101.9;9.31
2.10.2020 23:14;102.9;9.31
2.10.2020 23:29;103.8;9.31
2.10.2020 23:44;104.3;9.05
2.10.2020 23:59;103.8;9.58
3.10.2020 0:14;104.8;9.31
3.10.2020 0:29;104.3;9.05
3.10.2020 0:44;104.3;9.31
3.10.2020 0:59;104.3;9.31
3.10.2020 1:14;103.8;9.31
3.10.2020 1:29;104.8;9.31
3.10.2020 1:44;105.3;9.05
3.10.2020 1:59;105.3;9.05
3.10.2020 2:14;104.8;9.05
3.10.2020 2:29;105.3;8.78
3.10.2020 2:44;104.8;9.05
3.10.2020 2:59;104.3;8.78
3.10.2020 3:14;104.3;9.05
3.10.2020 3:29;104.8;8.78
3.10.2020 3:44;103.4;9.05
3.10.2020 3:59;103.8;9.05
3.10.2020 4:14;104.8;9.05
3.10.2020 4:29;106.3;8.78
3.10.2020 4:44;106.8;9.05
3.10.2020 4:59;107.8;9.05
3.10.2020 5:14;108.7;8.78
3.10.2020 5:29;110.2;8.78
3.10.2020 5:44;112.1;8.52
3.10.2020 5:59;113.1;8.78
3.10.2020 6:14;-14.0;8.52
3.10.2020 6:29;-13.5;8.52
3.10.2020 6:44;-12.5;8.52
3.10.2020 6:59;-12.5;8.78
3.10.2020 7:14;-11.5;9.05
3.10.2020 7:29;-11.5;8.52
3.10.2020 7:44;-12.0;8.78
3.10.2020 7:59;-10.5;9.05
3.10.2020 8:14;-12.0;9.05
3.10.2020 8:29;-14.0;9.58
3.10.2020 8:44;113.1;9.58
3.10.2020 8:59;111.2;9.84
3.10.2020 9:14;109.2;9.58
3.10.2020 9:29;106.8;10.38
3.10.2020 9:44;103.8;10.11
3.10.2020 9:59;101.4;10.65
3.10.2020 10:14;98.0;11.19
3.10.2020 10:29;93.1;11.46
3.10.2020 10:44;89.1;12.01
3.10.2020 10:59;88.2;12.28
3.10.2020 11:14;88.6;12.56
3.10.2020 11:29;88.2;12.84
3.10.2020 11:44;82.2;13.39
3.10.2020 11:59;80.8;13.95
3.10.2020 12:14;73.8;14.24
3.10.2020 12:29;72.4;14.52
3.10.2020 12:44;69.9;14.80
3.10.2020 12:59;67.4;15.09
3.10.2020 13:14;66.9;15.09
3.10.2020 13:29;67.4;15.38
3.10.2020 13:44;65.4;15.66
3.10.2020 13:59;65.9;15.95
3.10.2020 14:14;69.4;15.95
3.10.2020 14:29;66.9;15.95
3.10.2020 14:44;67.4;15.95
3.10.2020 14:59;65.4;15.66
3.10.2020 15:14;66.4;15.38
3.10.2020 15:29;67.9;15.38
3.10.2020 15:44;68.9;15.09
3.10.2020 15:59;69.9;15.09
3.10.2020 16:14;73.4;15.09
3.10.2020 16:29;73.8;15.09
3.10.2020 16:44;76.8;14.80
3.10.2020 16:59;79.8;14.52
3.10.2020 17:14;81.7;13.95
3.10.2020 17:29;81.3;13.95
3.10.2020 17:44;83.7;13.39
3.10.2020 17:59;85.7;13.11
3.10.2020 18:14;87.7;12.84
3.10.2020 18:29;88.6;12.28
3.10.2020 18:44;90.1;12.01
3.10.2020 18:59;90.6;12.01
3.10.2020 19:14;90.6;12.01
3.10.2020 19:29;90.6;12.01
3.10.2020 19:44;90.1;11.73
3.10.2020 19:59;89.6;12.28
3.10.2020 20:14;90.1;11.73
3.10.2020 20:29;89.6;12.28
3.10.2020 20:44;88.6;12.28
3.10.2020 20:59;87.2;12.28
3.10.2020 21:14;85.7;12.28
3.10.2020 21:29;84.7;12.28
3.10.2020 21:44;84.2;12.84
3.10.2020 21:59;84.2;12.84
3.10.2020 22:14;83.7;12.56
3.10.2020 22:29;83.7;13.11
3.10.2020 22:44;83.2;13.11
3.10.2020 22:59;81.3;12.84
3.10.2020 23:14;83.7;13.11
3.10.2020 23:29;86.2;12.84
3.10.2020 23:44;86.2;12.84
3.10.2020 23:59;86.7;13.11
4.10.2020 0:14;93.6;12.84
4.10.2020 0:29;98.5;12.84
4.10.2020 0:44;98.5;12.56
4.10.2020 0:59;98.0;12.28
4.10.2020 1:14;96.5;12.28
4.10.2020 1:29;97.0;12.01
4.10.2020 1:44;98.0;12.28
4.10.2020 1:59;105.3;12.28
4.10.2020 2:14;107.8;12.01
4.10.2020 2:29;106.8;12.01
4.10.2020 2:44;107.3;11.73
4.10.2020 2:59;107.8;12.01
4.10.2020 3:14;108.2;11.73
4.10.2020 3:29;108.7;12.01
4.10.2020 3:44;107.8;11.73
4.10.2020 3:59;106.3;11.73
4.10.2020 4:14;104.3;11.46
4.10.2020 4:29;102.9;11.19
4.10.2020 4:44;101.4;11.19
4.10.2020 4:59;100.4;11.46
4.10.2020 5:14;101.9;11.46
4.10.2020 5:29;101.9;10.92
4.10.2020 5:44;102.4;11.19
4.10.2020 5:59;103.4;10.92
4.10.2020 6:14;103.8;10.92
4.10.2020 6:29;103.4;10.38
4.10.2020 6:44;103.4;10.92
4.10.2020 6:59;101.4;10.65
4.10.2020 7:14;100.4;10.92
4.10.2020 7:29;99.9;10.92
4.10.2020 7:44;99.9;10.92
4.10.2020 7:59;99.4;10.92
4.10.2020 8:14;98.0;10.92
4.10.2020 8:29;97.5;10.92
4.10.2020 8:44;96.5;10.92
4.10.2020 8:59;96.5;10.92
4.10.2020 9:14;95.5;11.46
4.10.2020 9:29;93.6;11.19
4.10.2020 9:44;93.6;11.19
4.10.2020 9:59;92.1;11.73
4.10.2020 10:14;90.6;11.73
4.10.2020 10:29;89.1;11.73
4.10.2020 10:44;88.6;12.01
4.10.2020 10:59;86.2;12.28
4.10.2020 11:14;86.7;12.28
4.10.2020 11:29;86.2;12.28
4.10.2020 11:44;85.7;12.56
4.10.2020 11:59;83.7;12.28
4.10.2020 12:14;81.3;12.56
4.10.2020 12:29;78.8;12.84
4.10.2020 12:44;76.8;12.84
4.10.2020 12:59;75.8;12.84
4.10.2020 13:14;76.8;12.56
4.10.2020 13:29;76.8;12.84
4.10.2020 13:44;77.3;13.11
4.10.2020 13:59;76.3;13.11
4.10.2020 14:14;79.3;12.84
4.10.2020 14:29;80.8;12.56
4.10.2020 14:44;83.7;12.56
4.10.2020 14:59;86.2;12.56
4.10.2020 15:14;91.6;12.28
4.10.2020 15:29;98.0;12.01
4.10.2020 15:44;100.4;11.73
4.10.2020 15:59;100.4;11.46
4.10.2020 16:14;101.4;11.19
4.10.2020 16:29;99.4;11.19
4.10.2020 16:44;98.0;11.19
4.10.2020 16:59;95.5;11.46
4.10.2020 17:14;97.5;11.19
4.10.2020 17:29;99.4;11.19
4.10.2020 17:44;100.9;11.19
4.10.2020 17:59;106.3;10.92
4.10.2020 18:14;110.2;10.92
4.10.2020 18:29;111.7;10.65
4.10.2020 18:44;113.1;10.11
4.10.2020 18:59;-12.5;10.11
4.10.2020 19:14;-11.5;10.38
4.10.2020 19:29;-9.9;9.84
4.10.2020 19:44;-9.9;9.84
4.10.2020 19:59;-8.4;9.84
4.10.2020 20:14;-7.9;10.11
4.10.2020 20:29;-7.4;10.11
4.10.2020 20:44;-5.9;9.84
4.10.2020 20:59;-5.9;10.11
4.10.2020 21:14;-5.4;10.11
4.10.2020 21:29;-5.4;9.84
4.10.2020 21:44;-5.4;10.11
4.10.2020 21:59;-4.9;10.11
4.10.2020 22:14;-4.9;10.11
4.10.2020 22:29;-5.4;10.11
4.10.2020 22:44;-4.9;9.84
4.10.2020 22:59;-4.9;9.84
4.10.2020 23:14;-4.9;10.11
4.10.2020 23:29;-4.9;10.11
4.10.2020 23:44;-4.9;10.38
4.10.2020 23:59;-4.9;10.38
5.10.2020 0:14;-4.4;10.65
5.10.2020 0:29;-4.4;10.38
5.10.2020 0:44;-3.8;10.11
5.10.2020 0:59;-3.8;10.38
5.10.2020 1:14;-3.3;10.38
5.10.2020 1:29;-3.3;10.38
5.10.2020 1:44;-3.3;10.65
5.10.2020 1:59;-3.3;10.65
5.10.2020 2:14;-3.3;10.65
5.10.2020 2:29;-3.3;10.65
5.10.2020 2:44;-3.3;10.65
5.10.2020 2:59;-2.8;10.65
5.10.2020 3:14;-2.8;10.65
5.10.2020 3:29;-2.8;10.65
5.10.2020 3:44;-2.8;10.65
5.10.2020 3:59;-2.8;10.65
5.10.2020 4:14;-2.8;10.65
5.10.2020 4:29;-2.8;10.65
5.10.2020 4:44;-2.8;10.65
5.10.2020 4:59;-2.8;10.65
5.10.2020 5:14;-2.8;10.65
5.10.2020 5:29;-2.8;10.65
5.10.2020 5:44;-2.8;10.92
5.10.2020 5:59;-2.8;10.92
5.10.2020 6:14;-2.3;10.92
5.10.2020 6:29;-2.8;11.46
5.10.2020 6:44;-2.8;11.46
5.10.2020 6:59;-2.8;11.46
5.10.2020 7:14;-2.3;11.46
5.10.2020 7:29;-2.3;11.46
5.10.2020 7:44;-2.8;11.46
5.10.2020 7:59;-2.3;12.01
5.10.2020 8:14;-2.3;12.28
5.10.2020 8:29;-1.8;12.01
5.10.2020 8:44;-1.8;12.28
5.10.2020 8:59;-1.3;12.28
5.10.2020 9:14;-1.3;13.11
5.10.2020 9:29;-0.8;13.11
5.10.2020 9:44;-0.8;13.39
5.10.2020 9:59;-0.8;13.39
5.10.2020 10:14;-0.8;13.67
5.10.2020 10:29;-0.8;13.67
5.10.2020 10:44;-1.3;13.95
5.10.2020 10:59;-1.3;13.67
5.10.2020 11:14;-2.3;14.24
5.10.2020 11:29;-4.4;13.95
5.10.2020 11:44;-7.4;14.52
5.10.2020 11:59;-13.5;14.80
5.10.2020 12:14;111.7;15.09
5.10.2020 12:29;109.7;15.09
5.10.2020 12:44;107.8;15.38
5.10.2020 12:59;103.8;15.66
5.10.2020 13:14;98.9;15.66
5.10.2020 13:29;98.5;15.66
5.10.2020 13:44;95.0;15.66
5.10.2020 13:59;93.6;15.95
5.10.2020 14:14;88.2;15.95
5.10.2020 14:29;89.1;15.95
5.10.2020 14:44;84.2;16.54
5.10.2020 14:59;86.2;16.24
5.10.2020 15:14;85.7;16.24
5.10.2020 15:29;84.2;16.24
5.10.2020 15:44;86.2;15.95
5.10.2020 15:59;86.7;15.66
5.10.2020 16:14;89.1;15.09
5.10.2020 16:29;90.6;15.38
5.10.2020 16:44;91.6;14.80
5.10.2020 16:59;93.6;14.52
5.10.2020 17:14;95.5;14.52
5.10.2020 17:29;98.0;13.67
5.10.2020 17:44;99.9;13.95
5.10.2020 17:59;100.4;13.11
5.10.2020 18:14;102.4;13.11
5.10.2020 18:29;101.4;13.11
5.10.2020 18:44;101.9;13.39
5.10.2020 18:59;102.4;12.84
5.10.2020 19:14;104.8;12.84
5.10.2020 19:29;107.3;12.28
5.10.2020 19:44;107.8;12.56
5.10.2020 19:59;106.8;12.56
5.10.2020 20:14;105.8;12.28
5.10.2020 20:29;107.3;12.28
5.10.2020 20:44;107.8;12.28
5.10.2020 20:59;112.6;12.01
5.10.2020 21:14;-12.5;12.01
5.10.2020 21:29;-10.5;12.28
5.10.2020 21:44;-9.9;12.01
5.10.2020 21:59;-8.9;12.28
5.10.2020 22:14;-6.4;12.28
5.10.2020 22:29;-5.9;12.01
5.10.2020 22:44;-5.4;12.28
5.10.2020 22:59;-3.8;12.28
5.10.2020 23:14;-3.3;12.56
5.10.2020 23:29;-2.8;12.01
5.10.2020 23:44;-2.8;12.01
5.10.2020 23:59;-2.8;12.01
6.10.2020 0:14;-2.8;12.28
6.10.2020 0:29;-2.8;12.28
6.10.2020 0:44;-2.8;11.73
6.10.2020 0:59;-2.3;12.28
6.10.2020 1:14;-2.8;11.73
6.10.2020 1:29;-2.3;12.01
6.10.2020 1:44;-2.3;12.28
6.10.2020 1:59;-1.8;12.28
6.10.2020 2:14;-1.8;12.28
6.10.2020 2:29;-1.3;12.28
6.10.2020 2:44;-1.3;12.56
6.10.2020 2:59;-0.8;12.84
6.10.2020 3:14;-0.8;12.84
6.10.2020 3:29;-0.8;12.84
6.10.2020 3:44;-0.8;12.84
6.10.2020 3:59;-0.8;12.84
6.10.2020 4:14;-0.8;12.84
6.10.2020 4:29;-0.8;12.84
6.10.2020 4:44;-0.8;12.84
6.10.2020 4:59;-0.8;12.84
6.10.2020 5:14;-0.8;12.84
6.10.2020 5:29;-0.8;13.11
6.10.2020 5:44;-1.3;12.56
6.10.2020 5:59;-1.8;12.56
6.10.2020 6:14;-2.3;12.56
6.10.2020 6:29;-2.3;12.56
6.10.2020 6:44;-2.8;12.28
6.10.2020 6:59;-3.3;12.56
6.10.2020 7:14;-4.9;12.28
6.10.2020 7:29;-5.4;12.28
6.10.2020 7:44;-6.9;12.28
6.10.2020 7:59;-7.4;12.28
6.10.2020 8:14;-8.4;12.01
6.10.2020 8:29;-9.9;12.28
6.10.2020 8:44;-12.5;12.28
6.10.2020 8:59;113.1;12.28
6.10.2020 9:14;111.7;12.28
6.10.2020 9:29;110.2;12.56
6.10.2020 9:44;105.3;12.28
6.10.2020 9:59;105.3;12.28
6.10.2020 10:14;102.9;12.28
6.10.2020 10:29;101.9;12.28
6.10.2020 10:44;99.9;12.56
6.10.2020 10:59;96.0;13.11
6.10.2020 11:14;90.6;13.11
6.10.2020 11:29;90.6;13.11
6.10.2020 11:44;88.6;13.39
6.10.2020 11:59;90.1;13.11
6.10.2020 12:14;90.6;12.56
6.10.2020 12:29;90.1;12.84
6.10.2020 12:44;90.6;12.56
6.10.2020 12:59;91.1;12.56
6.10.2020 13:14;91.6;12.56
6.10.2020 13:29;90.6;12.56
6.10.2020 13:44;91.6;13.11
6.10.2020 13:59;90.6;13.11
6.10.2020 14:14;97.0;12.56
6.10.2020 14:29;102.9;12.28
6.10.2020 14:44;104.8;12.28
6.10.2020 14:59;104.3;12.28
6.10.2020 15:14;104.3;12.01
6.10.2020 15:29;104.3;12.01
6.10.2020 15:44;103.4;12.01
6.10.2020 15:59;103.4;12.28
6.10.2020 16:14;103.4;12.28
6.10.2020 16:29;103.4;12.28
6.10.2020 16:44;104.3;11.73
6.10.2020 16:59;106.3;12.01
6.10.2020 17:14;106.3;11.73
6.10.2020 17:29;107.8;11.73
6.10.2020 17:44;109.2;12.01
6.10.2020 17:59;106.8;12.28
6.10.2020 18:14;105.3;11.73
6.10.2020 18:29;105.3;12.28
6.10.2020 18:44;105.3;12.01
6.10.2020 18:59;106.8;11.73
6.10.2020 19:14;106.8;12.01
6.10.2020 19:29;108.7;11.73
6.10.2020 19:44;110.7;11.73
6.10.2020 19:59;113.1;11.46
6.10.2020 20:14;113.1;12.01
6.10.2020 20:29;113.1;12.01
6.10.2020 20:44;-12.5;12.01
6.10.2020 20:59;-12.0;12.01
6.10.2020 21:14;-11.0;12.01
6.10.2020 21:29;-9.4;12.28
6.10.2020 21:44;-7.4;12.56
6.10.2020 21:59;-5.9;12.28
6.10.2020 22:14;-4.9;12.84
6.10.2020 22:29;-5.4;12.28
6.10.2020 22:44;-4.9;12.56
6.10.2020 22:59;-4.9;12.28
6.10.2020 23:14;-4.4;12.84
6.10.2020 23:29;-4.4;12.84
6.10.2020 23:44;-4.4;12.84
6.10.2020 23:59;-4.9;12.56
7.10.2020 0:14;-5.4;12.28
7.10.2020 0:29;-4.9;12.28
7.10.2020 0:44;-4.9;12.28
7.10.2020 0:59;-4.9;12.56
7.10.2020 1:14;-5.4;12.28
7.10.2020 1:29;-4.9;12.56
7.10.2020 1:44;-4.9;12.01
7.10.2020 1:59;-4.4;12.56
7.10.2020 2:14;-4.4;12.56
7.10.2020 2:29;-4.9;12.01
7.10.2020 2:44;-5.9;12.01
7.10.2020 2:59;-7.9;11.73
7.10.2020 3:14;-9.9;11.73
7.10.2020 3:29;-11.0;11.19
7.10.2020 3:44;-7.9;11.46
7.10.2020 3:59;-6.9;11.46
7.10.2020 4:14;-4.9;11.19
7.10.2020 4:29;-4.9;11.46
7.10.2020 4:44;-4.4;11.46
7.10.2020 4:59;-3.8;11.46
7.10.2020 5:14;-3.3;11.73
7.10.2020 5:29;-3.3;11.46
7.10.2020 5:44;-2.8;11.46
7.10.2020 5:59;-2.8;11.19
7.10.2020 6:14;-2.8;11.19
7.10.2020 6:29;-2.8;11.19
7.10.2020 6:44;-2.8;11.46
7.10.2020 6:59;-3.3;11.73
7.10.2020 7:14;-3.3;11.73
7.10.2020 7:29;-3.8;11.46
7.10.2020 7:44;-3.8;11.19
7.10.2020 7:59;-4.4;11.46
7.10.2020 8:14;-4.4;11.73
7.10.2020 8:29;-4.9;12.01
7.10.2020 8:44;-4.9;12.01
7.10.2020 8:59;-5.4;11.73
7.10.2020 9:14;-5.9;11.73
7.10.2020 9:29;-5.9;12.01
7.10.2020 9:44;-5.9;11.73
7.10.2020 9:59;-6.4;12.01
7.10.2020 10:14;-6.9;12.28
7.10.2020 10:29;-6.9;12.28
7.10.2020 10:44;-7.9;12.28
7.10.2020 10:59;-7.9;12.28
7.10.2020 11:14;-8.4;12.28
7.10.2020 11:29;-9.9;12.84
7.10.2020 11:44;-13.5;12.84
7.10.2020 11:59;110.7;13.11
7.10.2020 12:14;105.3;13.39
7.10.2020 12:29;103.8;13.67
7.10.2020 12:44;101.4;13.39
7.10.2020 12:59;100.9;13.67
7.10.2020 13:14;101.9;13.39
7.10.2020 13:29;93.1;13.67
7.10.2020 13:44;93.1;13.95
7.10.2020 13:59;93.1;14.24
7.10.2020 14:14;95.0;13.95
7.10.2020 14:29;93.1;14.24
7.10.2020 14:44;92.6;14.24
7.10.2020 14:59;92.6;14.52
7.10.2020 15:14;90.6;14.52
7.10.2020 15:29;91.1;14.52
7.10.2020 15:44;92.6;13.95
7.10.2020 15:59;95.0;13.95
7.10.2020 16:14;97.5;13.67
7.10.2020 16:29;98.5;13.11
7.10.2020 16:44;99.4;13.39
7.10.2020 16:59;101.9;12.56
7.10.2020 17:14;103.8;12.56
7.10.2020 17:29;103.8;12.01
7.10.2020 17:44;104.3;12.01
7.10.2020 17:59;102.9;11.73
7.10.2020 18:14;98.9;11.73
7.10.2020 18:29;99.9;11.73
7.10.2020 18:44;103.4;11.73
7.10.2020 18:59;105.8;11.73
7.10.2020 19:14;107.3;11.73
7.10.2020 19:29;106.8;11.73
7.10.2020 19:44;107.8;11.46
7.10.2020 19:59;108.7;11.46
7.10.2020 20:14;106.3;10.92
7.10.2020 20:29;110.2;11.19
7.10.2020 20:44;112.6;11.19
7.10.2020 20:59;113.1;10.92
7.10.2020 21:14;112.6;10.92
7.10.2020 21:29;-13.5;10.65
7.10.2020 21:44;112.6;10.65
7.10.2020 21:59;111.2;10.38
7.10.2020 22:14;-13.0;10.11
7.10.2020 22:29;-13.0;10.38
7.10.2020 22:44;-12.5;9.84
7.10.2020 22:59;-12.0;9.84
7.10.2020 23:14;-9.4;10.11
7.10.2020 23:29;-6.9;10.11
7.10.2020 23:44;-5.4;10.38
7.10.2020 23:59;-4.9;10.11
8.10.2020 0:14;-4.4;10.38
8.10.2020 0:29;-3.8;10.11
8.10.2020 0:44;-3.3;10.38
8.10.2020 0:59;-3.3;10.38
8.10.2020 1:14;-3.3;10.38
8.10.2020 1:29;-3.3;10.38
8.10.2020 1:44;-3.3;10.65
8.10.2020 1:59;-2.8;10.11
8.10.2020 2:14;-2.8;10.11
8.10.2020 2:29;-2.8;10.11
8.10.2020 2:44;-2.8;10.11
8.10.2020 2:59;-2.3;10.38
8.10.2020 3:14;-2.3;10.65
8.10.2020 3:29;-2.3;10.65
8.10.2020 3:44;-2.3;10.65
8.10.2020 3:59;-2.3;10.38
8.10.2020 4:14;-2.8;10.11
8.10.2020 4:29;-2.3;10.38
8.10.2020 4:44;-2.3;10.65
8.10.2020 4:59;-2.3;10.65
8.10.2020 5:14;-1.8;10.65
8.10.2020 5:29;-1.8;10.38
8.10.2020 5:44;-1.8;10.38
8.10.2020 5:59;-1.8;10.38
8.10.2020 6:14;-1.3;10.38
8.10.2020 6:29;-0.8;10.92
8.10.2020 6:44;-0.8;10.92
8.10.2020 6:59;-0.8;10.65
8.10.2020 7:14;-0.3;10.65
8.10.2020 7:29;-0.3;10.92
8.10.2020 7:44;-0.3;10.92
8.10.2020 7:59;-0.3;11.19
8.10.2020 8:14;-0.3;11.19
8.10.2020 8:29;-0.3;11.46
8.10.2020 8:44;-0.3;11.46
8.10.2020 8:59;-0.3;11.46
8.10.2020 9:14;-0.3;11.73
8.10.2020 9:29;-0.3;12.01
8.10.2020 9:44;-0.3;12.01
8.10.2020 9:59;-0.3;11.73
8.10.2020 10:14;-0.3;11.73
8.10.2020 10:29;-0.3;12.01
8.10.2020 10:44;-0.8;12.28
8.10.2020 10:59;-0.8;12.28
8.10.2020 11:14;-0.8;12.28
8.10.2020 11:29;-0.8;12.28
8.10.2020 11:44;-0.8;12.56
8.10.2020 11:59;-0.8;12.56
8.10.2020 12:14;-0.8;12.56
8.10.2020 12:29;-0.8;12.84
8.10.2020 12:44;-0.8;12.84
8.10.2020 12:59;-0.8;12.84
8.10.2020 13:14;-0.8;12.84
8.10.2020 13:29;-1.3;12.56
8.10.2020 13:44;-1.8;12.56
8.10.2020 13:59;-1.8;12.84
8.10.2020 14:14;-2.3;12.84
8.10.2020 14:29;-2.3;13.11
8.10.2020 14:44;-2.8;13.11
8.10.2020 14:59;-4.4;13.39
8.10.2020 15:14;-5.4;13.11
8.10.2020 15:29;-5.9;13.11
8.10.2020 15:44;-6.9;13.39
8.10.2020 15:59;-6.9;13.11
8.10.2020 16:14;-6.9;12.84
8.10.2020 16:29;-7.4;12.84
8.10.2020 16:44;-7.4;12.28
8.10.2020 16:59;-6.9;12.56
8.10.2020 17:14;-5.9;12.01
8.10.2020 17:29;-5.9;12.56
8.10.2020 17:44;-5.9;12.56
8.10.2020 17:59;-6.9;12.84
8.10.2020 18:14;-8.9;12.56
8.10.2020 18:29;-9.9;12.56
8.10.2020 18:44;-11.0;12.28
8.10.2020 18:59;-12.5;12.28
8.10.2020 19:14;-12.5;12.28
8.10.2020 19:29;-14.0;12.28
8.10.2020 19:44;-13.5;11.73
8.10.2020 19:59;113.1;12.01
8.10.2020 20:14;112.6;11.19
8.10.2020 20:29;110.7;11.19
8.10.2020 20:44;111.2;11.19
8.10.2020 20:59;-12.0;11.19
8.10.2020 21:14;-7.9;10.92
8.10.2020 21:29;-6.4;11.46
8.10.2020 21:44;-4.9;11.46
8.10.2020 21:59;-4.4;11.19
8.10.2020 22:14;-3.3;11.46
8.10.2020 22:29;-2.8;11.46
8.10.2020 22:44;-3.3;11.46
8.10.2020 22:59;-3.3;11.73
8.10.2020 23:14;-3.3;11.46
8.10.2020 23:29;-3.3;11.73
8.10.2020 23:44;-2.8;11.46
8.10.2020 23:59;-2.8;11.19
9.10.2020 0:14;-2.8;11.19
9.10.2020 0:29;-2.8;11.19
9.10.2020 0:44;-2.8;11.19
9.10.2020 0:59;-2.8;11.46
9.10.2020 1:14;-3.3;11.73
9.10.2020 1:29;-3.3;11.46
9.10.2020 1:44;-3.3;11.46
9.10.2020 1:59;-3.3;11.46
9.10.2020 2:14;-2.8;11.19
9.10.2020 2:29;-2.8;11.19
9.10.2020 2:44;-2.8;11.19
9.10.2020 2:59;-2.8;11.19
9.10.2020 3:14;-3.3;11.46
9.10.2020 3:29;-3.3;11.46
9.10.2020 3:44;-3.3;11.46
9.10.2020 3:59;-2.8;11.19
9.10.2020 4:14;-2.8;11.19
9.10.2020 4:29;-2.8;11.46
9.10.2020 4:44;-2.3;11.46
9.10.2020 4:59;-2.3;11.19
9.10.2020 5:14;-2.3;11.19
9.10.2020 5:29;-2.3;11.46
9.10.2020 5:44;-2.8;11.46
9.10.2020 5:59;-2.8;11.46
9.10.2020 6:14;-2.3;11.46
9.10.2020 6:29;-2.8;11.19
9.10.2020 6:44;-2.8;11.46
9.10.2020 6:59;-3.3;11.46
9.10.2020 7:14;-3.3;11.46
9.10.2020 7:29;-3.3;11.73
9.10.2020 7:44;-3.8;11.46
9.10.2020 7:59;-4.4;11.73
9.10.2020 8:14;-4.9;11.73
9.10.2020 8:29;-4.9;12.01
9.10.2020 8:44;-4.9;12.01
9.10.2020 8:59;-4.9;12.01
9.10.2020 9:14;-5.4;11.73
9.10.2020 9:29;-5.9;12.01
9.10.2020 9:44;-5.4;12.01
9.10.2020 9:59;-5.9;12.01
9.10.2020 10:14;-5.4;12.01
9.10.2020 10:29;-5.4;11.73
9.10.2020 10:44;-7.9;12.01
9.10.2020 10:59;-9.4;12.28
9.10.2020 11:14;-10.5;12.56
9.10.2020 11:29;-10.5;12.56
9.10.2020 11:44;109.7;12.56
9.10.2020 11:59;102.4;13.11
9.10.2020 12:14;100.4;12.56
9.10.2020 12:29;98.0;12.84
