TimeStamp;RH;C;;;
2.10.2020 8:32;78;12,1;;;
2.10.2020 8:47;75;12,9;;;
2.10.2020 9:02;73;13,5;;;
2.10.2020 9:17;69;14;;;
2.10.2020 9:32;67;14,5;;;
2.10.2020 9:47;64;14,6;;;
2.10.2020 10:02;64;14,6;;;
2.10.2020 10:17;59;15,4;;;
2.10.2020 10:32;57;15,4;;;
2.10.2020 10:47;55;15,7;;;
2.10.2020 11:02;56;16;;;
2.10.2020 11:17;55;16,1;;;
2.10.2020 11:32;56;16,2;;;
2.10.2020 11:47;54;16,4;;;
2.10.2020 12:02;55;16;;;
2.10.2020 12:17;55;16,1;;;
2.10.2020 12:32;55;16,3;;;
2.10.2020 12:47;55;16,5;;;
2.10.2020 13:02;53;16,3;;;
2.10.2020 13:17;54;16,3;;;
2.10.2020 13:32;55;16,2;;;
2.10.2020 13:47;58;15,8;;;
2.10.2020 14:02;58;15,6;;;
2.10.2020 14:17;62;15,1;;;
2.10.2020 14:32;62;14,9;;;
2.10.2020 14:47;65;14,2;;;
2.10.2020 15:02;67;13,9;;;
2.10.2020 15:17;70;13,5;;;
2.10.2020 15:32;72;13;;;
2.10.2020 15:47;74;12,4;;;
2.10.2020 16:02;75;12,1;;;
2.10.2020 16:17;75;11,6;;;
2.10.2020 16:32;75;11,4;;;
2.10.2020 16:47;77;11,1;;;
2.10.2020 17:02;77;11;;;
2.10.2020 17:17;80;10,3;;;
2.10.2020 17:32;81;10,1;;;
2.10.2020 17:47;81;10,1;;;
2.10.2020 18:02;82;9,8;;;
2.10.2020 18:17;82;9,8;;;
2.10.2020 18:32;83;9,8;;;
2.10.2020 18:47;84;9,5;;;
2.10.2020 19:02;84;9,5;;;
2.10.2020 19:17;85;9,4;;;
2.10.2020 19:32;86;9,3;;;
2.10.2020 19:47;87;9,2;;;
2.10.2020 20:02;88;9,1;;;
2.10.2020 20:17;88;8,8;;;
2.10.2020 20:32;88;8,8;;;
2.10.2020 20:47;89;8,9;;;
2.10.2020 21:02;90;8,9;;;
2.10.2020 21:17;89;8,8;;;
2.10.2020 21:32;90;8,8;;;
2.10.2020 21:47;89;8,9;;;
2.10.2020 22:02;89;9;;;
2.10.2020 22:17;89;8,8;;;
2.10.2020 22:32;89;8,9;;;
2.10.2020 22:47;89;8,7;;;
2.10.2020 23:02;89;8,8;;;
2.10.2020 23:17;90;8,8;;;
2.10.2020 23:32;90;8,7;;;
2.10.2020 23:47;90;8,7;;;
3.10.2020 0:02;90;8,7;;;
3.10.2020 0:17;90;8,5;;;
3.10.2020 0:32;90;8,7;;;
3.10.2020 0:47;90;8,6;;;
3.10.2020 1:02;90;8,5;;;
3.10.2020 1:17;90;8,6;;;
3.10.2020 1:32;89;8,5;;;
3.10.2020 1:47;89;8,6;;;
3.10.2020 2:02;91;8,3;;;
3.10.2020 2:17;91;8,4;;;
3.10.2020 2:32;91;8,4;;;
3.10.2020 2:47;91;8,3;;;
3.10.2020 3:02;91;8,5;;;
3.10.2020 3:17;93;8,2;;;
3.10.2020 3:32;92;8,1;;;
3.10.2020 3:47;93;8,1;;;
3.10.2020 4:02;94;7,9;;;
3.10.2020 4:17;94;8,2;;;
3.10.2020 4:32;94;8,3;;;
3.10.2020 4:47;95;8,3;;;
3.10.2020 5:02;95;8,4;;;
3.10.2020 5:17;94;8,6;;;
3.10.2020 5:32;94;8,8;;;
3.10.2020 5:47;94;8,9;;;
3.10.2020 6:02;94;9;;;
3.10.2020 6:17;93;9,4;;;
3.10.2020 6:32;92;9,5;;;
3.10.2020 6:47;91;9,7;;;
3.10.2020 7:02;91;9,9;;;
3.10.2020 7:17;90;10,3;;;
3.10.2020 7:32;87;10,6;;;
3.10.2020 7:47;84;11;;;
3.10.2020 8:02;83;11,2;;;
3.10.2020 8:17;81;12,1;;;
3.10.2020 8:32;78;12,6;;;
3.10.2020 8:47;76;13,3;;;
3.10.2020 9:02;74;13,7;;;
3.10.2020 9:17;72;14,1;;;
3.10.2020 9:32;70;14,6;;;
3.10.2020 9:47;65;15,4;;;
3.10.2020 10:02;64;16,1;;;
3.10.2020 10:17;58;16,5;;;
3.10.2020 10:32;58;16,8;;;
3.10.2020 10:47;56;17,2;;;
3.10.2020 11:02;56;16,7;;;
3.10.2020 11:17;54;17,3;;;
3.10.2020 11:32;53;17,2;;;
3.10.2020 11:47;54;17,2;;;
3.10.2020 12:02;55;16,9;;;
3.10.2020 12:17;55;17;;;
3.10.2020 12:32;55;17,2;;;
3.10.2020 12:47;55;16,7;;;
3.10.2020 13:02;54;16,7;;;
3.10.2020 13:17;57;16,2;;;
3.10.2020 13:32;58;16,2;;;
3.10.2020 13:47;59;16;;;
3.10.2020 14:02;61;15,9;;;
3.10.2020 14:17;64;15,5;;;
3.10.2020 14:32;66;15,2;;;
3.10.2020 14:47;71;14,4;;;
3.10.2020 15:02;72;14,1;;;
3.10.2020 15:17;73;13,7;;;
3.10.2020 15:32;75;13,2;;;
3.10.2020 15:47;78;12,6;;;
3.10.2020 16:02;79;12,4;;;
3.10.2020 16:17;80;12;;;
3.10.2020 16:32;81;11,8;;;
3.10.2020 16:47;81;11,8;;;
3.10.2020 17:02;82;11,7;;;
3.10.2020 17:17;81;11,7;;;
3.10.2020 17:32;80;12;;;
3.10.2020 17:47;81;11,9;;;
3.10.2020 18:02;81;11,8;;;
3.10.2020 18:17;80;11,9;;;
3.10.2020 18:32;80;12;;;
3.10.2020 18:47;75;12,9;;;
3.10.2020 19:02;74;13;;;
3.10.2020 19:17;72;13,4;;;
3.10.2020 19:32;73;13,4;;;
3.10.2020 19:47;71;13,6;;;
3.10.2020 20:02;72;13,5;;;
3.10.2020 20:17;72;13,4;;;
3.10.2020 20:32;71;13,5;;;
3.10.2020 20:47;70;13,7;;;
3.10.2020 21:02;70;13,7;;;
3.10.2020 21:17;76;13,1;;;
3.10.2020 21:32;78;13;;;
3.10.2020 21:47;77;13;;;
3.10.2020 22:02;77;13,1;;;
3.10.2020 22:17;85;12,4;;;
3.10.2020 22:32;85;12,4;;;
3.10.2020 22:47;84;12,3;;;
3.10.2020 23:02;85;12,2;;;
3.10.2020 23:17;85;12,1;;;
3.10.2020 23:32;83;12,3;;;
3.10.2020 23:47;87;12;;;
4.10.2020 0:02;90;11,7;;;
4.10.2020 0:17;90;11,7;;;
4.10.2020 0:32;90;11,6;;;
4.10.2020 0:47;91;11,5;;;
4.10.2020 1:02;90;11,6;;;
4.10.2020 1:17;91;11,5;;;
4.10.2020 1:32;90;11,5;;;
4.10.2020 1:47;89;11,5;;;
4.10.2020 2:02;87;11,7;;;
4.10.2020 2:17;86;11,6;;;
4.10.2020 2:32;84;11,8;;;
4.10.2020 2:47;86;11,3;;;
4.10.2020 3:02;88;11,2;;;
4.10.2020 3:17;88;10,9;;;
4.10.2020 3:32;89;10,7;;;
4.10.2020 3:47;90;10,3;;;
4.10.2020 4:02;88;10,4;;;
4.10.2020 4:17;89;10,2;;;
4.10.2020 4:32;90;10,1;;;
4.10.2020 4:47;88;10,3;;;
4.10.2020 5:02;87;10,5;;;
4.10.2020 5:17;85;10,7;;;
4.10.2020 5:32;86;10,6;;;
4.10.2020 5:47;87;10,5;;;
4.10.2020 6:02;86;10,6;;;
4.10.2020 6:17;85;10,9;;;
4.10.2020 6:32;85;10,9;;;
4.10.2020 6:47;84;11;;;
4.10.2020 7:02;84;11,1;;;
4.10.2020 7:17;83;11,3;;;
4.10.2020 7:32;82;11,4;;;
4.10.2020 7:47;79;11,7;;;
4.10.2020 8:02;80;12;;;
4.10.2020 8:17;78;12,1;;;
4.10.2020 8:32;78;12,2;;;
4.10.2020 8:47;76;12,6;;;
4.10.2020 9:02;75;12,7;;;
4.10.2020 9:17;75;12,7;;;
4.10.2020 9:32;74;12,7;;;
4.10.2020 9:47;72;12,9;;;
4.10.2020 10:02;72;13;;;
4.10.2020 10:17;68;13,2;;;
4.10.2020 10:32;66;13,3;;;
4.10.2020 10:47;64;13,5;;;
4.10.2020 11:02;65;13,4;;;
4.10.2020 11:17;65;13,4;;;
4.10.2020 11:32;65;13,5;;;
4.10.2020 11:47;66;13,5;;;
4.10.2020 12:02;66;13,5;;;
4.10.2020 12:17;70;13,1;;;
4.10.2020 12:32;70;13;;;
4.10.2020 12:47;75;12,4;;;
4.10.2020 13:02;78;12,1;;;
4.10.2020 13:17;82;11,7;;;
4.10.2020 13:32;85;11,2;;;
4.10.2020 13:47;85;11;;;
4.10.2020 14:02;85;10,9;;;
4.10.2020 14:17;86;11;;;
4.10.2020 14:32;86;10,9;;;
4.10.2020 14:47;84;10,9;;;
4.10.2020 15:02;84;10,8;;;
4.10.2020 15:17;86;10,6;;;
4.10.2020 15:32;86;10,5;;;
4.10.2020 15:47;88;10,3;;;
4.10.2020 16:02;89;10,2;;;
4.10.2020 16:17;91;10;;;
4.10.2020 16:32;92;9,9;;;
4.10.2020 16:47;94;9,8;;;
4.10.2020 17:02;95;9,6;;;
4.10.2020 17:17;96;9,6;;;
4.10.2020 17:32;95;9,7;;;
4.10.2020 17:47;96;9,7;;;
4.10.2020 18:02;96;9,7;;;
4.10.2020 18:17;97;9,7;;;
4.10.2020 18:32;97;9,7;;;
4.10.2020 18:47;97;9,8;;;
4.10.2020 19:02;97;9,8;;;
4.10.2020 19:17;96;9,8;;;
4.10.2020 19:32;98;9,8;;;
4.10.2020 19:47;97;9,9;;;
4.10.2020 20:02;97;9,9;;;
4.10.2020 20:17;97;10;;;
4.10.2020 20:32;97;10;;;
4.10.2020 20:47;96;10,2;;;
4.10.2020 21:02;96;10,2;;;
4.10.2020 21:17;96;10,3;;;
4.10.2020 21:32;96;10,3;;;
4.10.2020 21:47;96;10,3;;;
4.10.2020 22:02;96;10,4;;;
4.10.2020 22:17;97;10,4;;;
4.10.2020 22:32;97;10,3;;;
4.10.2020 22:47;97;10,4;;;
4.10.2020 23:02;97;10,4;;;
4.10.2020 23:17;97;10,4;;;
4.10.2020 23:32;97;10,5;;;
4.10.2020 23:47;97;10,5;;;
5.10.2020 0:02;97;10,5;;;
5.10.2020 0:17;97;10,6;;;
5.10.2020 0:32;97;10,6;;;
5.10.2020 0:47;97;10,7;;;
5.10.2020 1:02;97;10,7;;;
5.10.2020 1:17;97;10,8;;;
5.10.2020 1:32;97;10,8;;;
5.10.2020 1:47;97;10,9;;;
5.10.2020 2:02;97;10,9;;;
5.10.2020 2:17;96;11;;;
5.10.2020 2:32;96;11,1;;;
5.10.2020 2:47;97;11,1;;;
5.10.2020 3:02;97;11,1;;;
5.10.2020 3:17;97;11,2;;;
5.10.2020 3:32;97;11,2;;;
5.10.2020 3:47;97;11,3;;;
5.10.2020 4:02;97;11,3;;;
5.10.2020 4:17;97;11,4;;;
5.10.2020 4:32;97;11,5;;;
5.10.2020 4:47;97;11,6;;;
5.10.2020 5:02;97;11,7;;;
5.10.2020 5:17;97;11,9;;;
5.10.2020 5:32;96;12,1;;;
5.10.2020 5:47;97;12,3;;;
5.10.2020 6:02;97;12,4;;;
5.10.2020 6:17;97;12,9;;;
5.10.2020 6:32;97;13;;;
5.10.2020 6:47;96;13,3;;;
5.10.2020 7:02;97;13,3;;;
5.10.2020 7:17;96;13,7;;;
5.10.2020 7:32;96;13,9;;;
5.10.2020 7:47;96;14;;;
5.10.2020 8:02;96;14;;;
5.10.2020 8:17;94;14,3;;;
5.10.2020 8:32;95;14,4;;;
5.10.2020 8:47;92;14,9;;;
5.10.2020 9:02;93;14,9;;;
5.10.2020 9:17;88;15,1;;;
5.10.2020 9:32;87;15,3;;;
5.10.2020 9:47;84;15,7;;;
5.10.2020 10:02;83;15,6;;;
5.10.2020 10:17;82;15,8;;;
5.10.2020 10:32;79;16,7;;;
5.10.2020 10:47;80;16,2;;;
5.10.2020 11:02;81;15,8;;;
5.10.2020 11:17;78;16,7;;;
5.10.2020 11:32;71;17,7;;;
5.10.2020 11:47;69;17,4;;;
5.10.2020 12:02;70;17,6;;;
5.10.2020 12:17;69;17,3;;;
5.10.2020 12:32;69;17,6;;;
5.10.2020 12:47;67;17,4;;;
5.10.2020 13:02;66;17,4;;;
5.10.2020 13:17;66;17,3;;;
5.10.2020 13:32;65;17,3;;;
5.10.2020 13:47;70;17;;;
5.10.2020 14:02;71;16,7;;;
5.10.2020 14:17;71;16,3;;;
5.10.2020 14:32;72;16,2;;;
5.10.2020 14:47;76;15,5;;;
5.10.2020 15:02;78;15,2;;;
5.10.2020 15:17;83;14,3;;;
5.10.2020 15:32;88;13,8;;;
5.10.2020 15:47;92;13,7;;;
5.10.2020 16:02;94;13,3;;;
5.10.2020 16:17;97;13,1;;;
5.10.2020 16:32;96;13;;;
5.10.2020 16:47;97;12,6;;;
5.10.2020 17:02;98;12,3;;;
5.10.2020 17:17;98;11,8;;;
5.10.2020 17:32;98;11,8;;;
5.10.2020 17:47;100;11,3;;;
5.10.2020 18:02;100;11,7;;;
5.10.2020 18:17;100;11,3;;;
5.10.2020 18:32;100;10,8;;;
5.10.2020 18:47;99;11,5;;;
5.10.2020 19:02;99;11,6;;;
5.10.2020 19:17;99;11,6;;;
5.10.2020 19:32;99;11,6;;;
5.10.2020 19:47;99;11,9;;;
5.10.2020 20:02;99;11,9;;;
5.10.2020 20:17;100;11,8;;;
5.10.2020 20:32;100;11,8;;;
5.10.2020 20:47;100;11,8;;;
5.10.2020 21:02;100;11,7;;;
5.10.2020 21:17;100;11,5;;;
5.10.2020 21:32;100;11,4;;;
5.10.2020 21:47;100;11,4;;;
5.10.2020 22:02;100;11,2;;;
5.10.2020 22:17;100;11,4;;;
5.10.2020 22:32;100;11,4;;;
5.10.2020 22:47;100;11,5;;;
5.10.2020 23:02;100;11,7;;;
5.10.2020 23:17;100;11,9;;;
5.10.2020 23:32;100;11,9;;;
5.10.2020 23:47;100;12,1;;;
6.10.2020 0:02;100;12,2;;;
6.10.2020 0:17;100;12,4;;;
6.10.2020 0:32;100;12,5;;;
6.10.2020 0:47;100;12,6;;;
6.10.2020 1:02;100;12,7;;;
6.10.2020 1:17;100;12,9;;;
6.10.2020 1:32;100;12,9;;;
6.10.2020 1:47;99;13,1;;;
6.10.2020 2:02;99;13,1;;;
6.10.2020 2:17;99;13,1;;;
6.10.2020 2:32;99;13,1;;;
6.10.2020 2:47;99;13,1;;;
6.10.2020 3:02;99;13,1;;;
6.10.2020 3:17;98;13,1;;;
6.10.2020 3:32;98;13;;;
6.10.2020 3:47;97;12,9;;;
6.10.2020 4:02;97;12,9;;;
6.10.2020 4:17;97;12,8;;;
6.10.2020 4:32;97;12,6;;;
6.10.2020 4:47;96;12,5;;;
6.10.2020 5:02;96;12,5;;;
6.10.2020 5:17;95;12,4;;;
6.10.2020 5:32;95;12,2;;;
6.10.2020 5:47;94;12,1;;;
6.10.2020 6:02;93;12,2;;;
6.10.2020 6:17;91;12,2;;;
6.10.2020 6:32;92;12,2;;;
6.10.2020 6:47;89;12,4;;;
6.10.2020 7:02;89;12,5;;;
6.10.2020 7:17;88;12,5;;;
6.10.2020 7:32;84;12,6;;;
6.10.2020 7:47;84;12,5;;;
6.10.2020 8:02;82;12,5;;;
6.10.2020 8:17;84;12,4;;;
6.10.2020 8:32;83;12,5;;;
6.10.2020 8:47;80;12,9;;;
6.10.2020 9:02;78;13,3;;;
6.10.2020 9:17;76;13,2;;;
6.10.2020 9:32;75;13,3;;;
6.10.2020 9:47;75;13,1;;;
6.10.2020 10:02;76;13,1;;;
6.10.2020 10:17;75;13,1;;;
6.10.2020 10:32;76;13;;;
6.10.2020 10:47;78;12,9;;;
6.10.2020 11:02;77;12,9;;;
6.10.2020 11:17;78;12,8;;;
6.10.2020 11:32;82;12,3;;;
6.10.2020 11:47;80;12,5;;;
6.10.2020 12:02;78;12,6;;;
6.10.2020 12:17;86;11,7;;;
6.10.2020 12:32;89;11,6;;;
6.10.2020 12:47;87;11,7;;;
6.10.2020 13:02;87;11,7;;;
6.10.2020 13:17;86;11,8;;;
6.10.2020 13:32;87;11,8;;;
6.10.2020 13:47;86;11,8;;;
6.10.2020 14:02;86;11,9;;;
6.10.2020 14:17;86;11,9;;;
6.10.2020 14:32;87;11,8;;;
6.10.2020 14:47;88;11,7;;;
6.10.2020 15:02;88;11,6;;;
6.10.2020 15:17;88;11,6;;;
6.10.2020 15:32;89;11,6;;;
6.10.2020 15:47;89;11,5;;;
6.10.2020 16:02;89;11,4;;;
6.10.2020 16:17;91;11,1;;;
6.10.2020 16:32;91;11,3;;;
6.10.2020 16:47;91;11,3;;;
6.10.2020 17:02;91;11,3;;;
6.10.2020 17:17;92;11;;;
6.10.2020 17:32;93;11;;;
6.10.2020 17:47;93;11;;;
6.10.2020 18:02;93;11,1;;;
6.10.2020 18:17;94;11,2;;;
6.10.2020 18:32;94;11,3;;;
6.10.2020 18:47;94;11,6;;;
6.10.2020 19:02;94;11,8;;;
6.10.2020 19:17;95;12,2;;;
6.10.2020 19:32;94;12,4;;;
6.10.2020 19:47;95;12,5;;;
6.10.2020 20:02;95;12,7;;;
6.10.2020 20:17;93;13;;;
6.10.2020 20:32;94;13;;;
6.10.2020 20:47;95;13;;;
6.10.2020 21:02;95;13;;;
6.10.2020 21:17;96;12,9;;;
6.10.2020 21:32;95;13;;;
6.10.2020 21:47;97;12,8;;;
6.10.2020 22:02;96;12,9;;;
6.10.2020 22:17;96;12,9;;;
6.10.2020 22:32;97;12,8;;;
6.10.2020 22:47;97;12,7;;;
6.10.2020 23:02;97;12,6;;;
6.10.2020 23:17;97;12,6;;;
6.10.2020 23:32;97;12,6;;;
6.10.2020 23:47;97;12,5;;;
7.10.2020 0:02;97;12,5;;;
7.10.2020 0:17;97;12,3;;;
7.10.2020 0:32;97;12,2;;;
7.10.2020 0:47;98;11,9;;;
7.10.2020 1:02;98;11,6;;;
7.10.2020 1:17;99;11,5;;;
7.10.2020 1:32;99;11,1;;;
7.10.2020 1:47;99;11,5;;;
7.10.2020 2:02;99;11,5;;;
7.10.2020 2:17;100;11,4;;;
7.10.2020 2:32;100;11,4;;;
7.10.2020 2:47;100;11,4;;;
7.10.2020 3:02;100;11,4;;;
7.10.2020 3:17;100;11,4;;;
7.10.2020 3:32;99;11,4;;;
7.10.2020 3:47;99;11,4;;;
7.10.2020 4:02;98;11,4;;;
7.10.2020 4:17;98;11,4;;;
7.10.2020 4:32;97;11,4;;;
7.10.2020 4:47;97;11,4;;;
7.10.2020 5:02;96;11,5;;;
7.10.2020 5:17;95;11,6;;;
7.10.2020 5:32;96;11,6;;;
7.10.2020 5:47;94;11,7;;;
7.10.2020 6:02;95;11,7;;;
7.10.2020 6:17;92;11,8;;;
7.10.2020 6:32;94;11,8;;;
7.10.2020 6:47;93;11,9;;;
7.10.2020 7:02;92;12;;;
7.10.2020 7:17;93;12;;;
7.10.2020 7:32;93;12,1;;;
7.10.2020 7:47;94;12,1;;;
7.10.2020 8:02;94;12;;;
7.10.2020 8:17;93;12,1;;;
7.10.2020 8:32;92;12,1;;;
7.10.2020 8:47;93;12,2;;;
7.10.2020 9:02;92;12,4;;;
7.10.2020 9:17;;;;;
7.10.2020 9:32;89;12,9;;;
7.10.2020 9:47;83;13,5;;;
7.10.2020 10:02;83;13,6;;;
7.10.2020 10:17;82;13,6;;;
7.10.2020 10:32;82;13,6;;;
7.10.2020 10:47;82;13,8;;;
7.10.2020 11:02;81;13,8;;;
7.10.2020 11:17;76;14;;;
7.10.2020 11:32;75;14;;;
7.10.2020 11:47;79;14;;;
7.10.2020 12:02;78;13,9;;;
7.10.2020 12:17;79;13,9;;;
7.10.2020 12:32;79;13,9;;;
7.10.2020 12:47;80;14,2;;;
7.10.2020 13:02;80;14;;;
7.10.2020 13:17;78;14;;;
7.10.2020 13:32;78;14,4;;;
7.10.2020 13:47;79;13,8;;;
7.10.2020 14:02;81;13,5;;;
7.10.2020 14:17;83;13,3;;;
7.10.2020 14:32;83;13,1;;;
7.10.2020 14:47;85;12,8;;;
7.10.2020 15:02;86;12,5;;;
7.10.2020 15:17;89;12;;;
7.10.2020 15:32;90;11,5;;;
7.10.2020 15:47;91;11,5;;;
7.10.2020 16:02;91;11,4;;;
7.10.2020 16:17;92;11,1;;;
7.10.2020 16:32;90;11,6;;;
7.10.2020 16:47;92;11,4;;;
7.10.2020 17:02;92;11,4;;;
7.10.2020 17:17;93;11,2;;;
7.10.2020 17:32;93;11;;;
7.10.2020 17:47;95;10,7;;;
7.10.2020 18:02;95;10,5;;;
7.10.2020 18:17;97;10,3;;;
7.10.2020 18:32;97;10,3;;;
7.10.2020 18:47;97;9,9;;;
7.10.2020 19:02;98;10;;;
7.10.2020 19:17;98;9,8;;;
7.10.2020 19:32;98;9,7;;;
7.10.2020 19:47;99;9,6;;;
7.10.2020 20:02;98;9,7;;;
7.10.2020 20:17;99;9,5;;;
7.10.2020 20:32;99;9,7;;;
7.10.2020 20:47;99;9,6;;;
7.10.2020 21:02;99;9,6;;;
7.10.2020 21:17;100;9,7;;;
7.10.2020 21:32;100;9,7;;;
7.10.2020 21:47;100;9,9;;;
7.10.2020 22:02;100;9,9;;;
7.10.2020 22:17;100;9,8;;;
7.10.2020 22:32;100;9,8;;;
7.10.2020 22:47;100;9,8;;;
7.10.2020 23:02;100;9,8;;;
7.10.2020 23:17;100;9,7;;;
7.10.2020 23:32;100;9,7;;;
7.10.2020 23:47;100;9,8;;;
8.10.2020 0:02;100;9,8;;;
8.10.2020 0:17;100;9,9;;;
8.10.2020 0:32;100;9,9;;;
8.10.2020 0:47;100;9,8;;;
8.10.2020 1:02;100;9,9;;;
8.10.2020 1:17;100;9,9;;;
8.10.2020 1:32;100;9,9;;;
8.10.2020 1:47;100;10;;;
8.10.2020 2:02;100;10,1;;;
8.10.2020 2:17;100;10,1;;;
8.10.2020 2:32;100;10,2;;;
8.10.2020 2:47;100;10,2;;;
8.10.2020 3:02;100;10,2;;;
8.10.2020 3:17;100;10,2;;;
8.10.2020 3:32;100;10,2;;;
8.10.2020 3:47;100;10,2;;;
8.10.2020 4:02;100;10,3;;;
8.10.2020 4:17;100;10,5;;;
8.10.2020 4:32;100;10,6;;;
8.10.2020 4:47;100;10,8;;;
8.10.2020 5:02;100;10,8;;;
8.10.2020 5:17;100;11;;;
8.10.2020 5:32;100;11,1;;;
8.10.2020 5:47;100;11,3;;;
8.10.2020 6:02;100;11,4;;;
8.10.2020 6:17;100;11,5;;;
8.10.2020 6:32;100;11,5;;;
8.10.2020 6:47;100;11,6;;;
8.10.2020 7:02;100;11,7;;;
8.10.2020 7:17;100;11,8;;;
8.10.2020 7:32;100;11,9;;;
8.10.2020 7:47;100;12;;;
8.10.2020 8:02;99;12,1;;;
8.10.2020 8:17;99;12,2;;;
8.10.2020 8:32;99;12,2;;;
8.10.2020 8:47;99;12,2;;;
8.10.2020 9:02;99;12,3;;;
8.10.2020 9:17;100;12,3;;;
8.10.2020 9:32;100;12,3;;;
8.10.2020 9:47;99;12,4;;;
8.10.2020 10:02;99;12,5;;;
8.10.2020 10:17;99;12,5;;;
8.10.2020 10:32;99;12,6;;;
8.10.2020 10:47;99;12,5;;;
8.10.2020 11:02;99;12,5;;;
8.10.2020 11:17;99;12,6;;;
8.10.2020 11:32;99;12,6;;;
8.10.2020 11:47;98;12,6;;;
8.10.2020 12:02;98;12,6;;;
8.10.2020 12:17;99;12,6;;;
8.10.2020 12:32;97;12,6;;;
8.10.2020 12:47;96;12,7;;;
8.10.2020 13:02;96;12,7;;;
8.10.2020 13:17;95;12,6;;;
8.10.2020 13:32;96;12,6;;;
8.10.2020 13:47;98;12,5;;;
8.10.2020 14:02;96;12,5;;;
8.10.2020 14:17;96;12,5;;;
8.10.2020 14:32;96;12,3;;;
8.10.2020 14:47;96;12,1;;;
8.10.2020 15:02;97;12;;;
8.10.2020 15:17;96;12;;;
8.10.2020 15:32;96;12;;;
8.10.2020 15:47;97;11,9;;;
8.10.2020 16:02;98;11,8;;;
8.10.2020 16:17;97;11,9;;;
8.10.2020 16:32;97;11,8;;;
8.10.2020 16:47;97;11,7;;;
8.10.2020 17:02;97;11,7;;;
8.10.2020 17:17;98;11,6;;;
8.10.2020 17:32;98;11,5;;;
8.10.2020 17:47;98;11,2;;;
8.10.2020 18:02;99;11;;;
8.10.2020 18:17;99;10,7;;;
8.10.2020 18:32;99;10,7;;;
8.10.2020 18:47;99;10,9;;;
8.10.2020 19:02;99;11;;;
8.10.2020 19:17;100;11;;;
8.10.2020 19:32;100;11,1;;;
8.10.2020 19:47;99;11,4;;;
8.10.2020 20:02;99;11,4;;;
8.10.2020 20:17;98;11,5;;;
8.10.2020 20:32;98;11,5;;;
8.10.2020 20:47;98;11,5;;;
8.10.2020 21:02;98;11,5;;;
8.10.2020 21:17;98;11,6;;;
8.10.2020 21:32;97;11,6;;;
8.10.2020 21:47;97;11,6;;;
8.10.2020 22:02;97;11,6;;;
8.10.2020 22:17;98;11,6;;;
8.10.2020 22:32;97;11,5;;;
8.10.2020 22:47;98;11,5;;;
8.10.2020 23:02;98;11,4;;;
8.10.2020 23:17;98;11,4;;;
8.10.2020 23:32;98;11,4;;;
8.10.2020 23:47;99;11,4;;;
9.10.2020 0:02;99;11,4;;;
9.10.2020 0:17;99;11,3;;;
9.10.2020 0:32;98;11,2;;;
9.10.2020 0:47;98;11,2;;;
9.10.2020 1:02;98;11,1;;;
9.10.2020 1:17;99;11;;;
9.10.2020 1:32;98;11,1;;;
9.10.2020 1:47;99;11,1;;;
9.10.2020 2:02;99;11,1;;;
9.10.2020 2:17;99;11,2;;;
9.10.2020 2:32;98;11,3;;;
9.10.2020 2:47;98;11,4;;;
9.10.2020 3:02;97;11,4;;;
9.10.2020 3:17;97;11,4;;;
9.10.2020 3:32;97;11,4;;;
9.10.2020 3:47;96;11,4;;;
9.10.2020 4:02;95;11,5;;;
9.10.2020 4:17;96;11,4;;;
9.10.2020 4:32;96;11,4;;;
9.10.2020 4:47;95;11,5;;;
9.10.2020 5:02;97;11,4;;;
9.10.2020 5:17;96;11,5;;;
9.10.2020 5:32;95;11,6;;;
9.10.2020 5:47;94;11,6;;;
9.10.2020 6:02;95;11,6;;;
9.10.2020 6:17;94;11,7;;;
9.10.2020 6:32;94;11,7;;;
9.10.2020 6:47;94;11,9;;;
9.10.2020 7:02;95;11,9;;;
9.10.2020 7:17;95;11,7;;;
9.10.2020 7:32;95;11,7;;;
9.10.2020 7:47;97;11,4;;;
9.10.2020 8:02;96;11,5;;;
9.10.2020 8:17;97;11,5;;;
9.10.2020 8:32;97;11,6;;;
9.10.2020 8:47;94;11,8;;;
9.10.2020 9:02;95;11,7;;;
9.10.2020 9:17;94;11,8;;;
9.10.2020 9:32;88;12,1;;;
9.10.2020 9:47;86;12,5;;;
9.10.2020 10:02;85;12,1;;;
9.10.2020 10:17;85;12,1;;;
9.10.2020 10:32;82;12,2;;;
9.10.2020 10:47;83;11,9;;;
9.10.2020 11:02;83;11,8;;;
9.10.2020 11:17;82;12,1;;;
9.10.2020 11:32;82;12,4;;;
9.10.2020 11:47;79;12,2;;;
9.10.2020 12:02;79;12,2;;;
9.10.2020 12:17;80;12;;;
9.10.2020 12:32;79;12;;;
9.10.2020 12:47;80;12,3;;;
9.10.2020 13:02;80;12,1;;;
9.10.2020 13:17;80;11,9;;;
9.10.2020 13:32;80;11,9;;;
9.10.2020 13:47;82;11,7;;;
9.10.2020 14:02;82;11,7;;;
9.10.2020 14:17;84;11,6;;;
9.10.2020 14:32;84;11,5;;;
9.10.2020 14:47;83;11,5;;;
9.10.2020 15:02;83;11,4;;;
9.10.2020 15:17;83;11,2;;;
9.10.2020 15:32;85;11;;;
9.10.2020 15:47;85;10,9;;;
9.10.2020 16:02;85;10,9;;;
9.10.2020 16:17;85;11;;;
9.10.2020 16:32;85;11;;;
9.10.2020 16:47;86;11,1;;;
